md5,sha1,sha256,size,type,mimetype,name,crc32,sha512,ssdeep,path,score,category,duration,started,ended,added,cuckoo_id,cuckoo_ver,route,machine,platform,manager,signatures_count,signatures_max_sev,processes_count,generic_count,calls_count,dns_count,http_count,https_count,tls_count,hosts_count,domains_count,pcap_sha256,sorted_pcap_sha256,irma_status,irma_scan_date,irma_probes_total,irma_probes_finished,irma_detected_count,irma_av_total,vt_positives,vt_total,vt_scan_date,vt_detected_count,snort_alerts,suricata_alerts,dropped_count,strings_count,misp_count,intelmq_count,vt_md5,vt_sha1,vt_sha256,vt_scan_id,vt_resource,vt_response_code,vt_permalink,vt_verbose_msg,vt_engines_total,vt_engines_detected,vt_engines_undetected,vt_detection_ratio,vt_results_unique_count,vt_updates_latest,vt_updates_earliest,label
0.0,0.0,0.0,20458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,652.0,1.6477204e+09,1.6477211e+09,1.6477107e+09,2.869739e+06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477139e+09,16.0,16.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,2.02203e+07,2.0190318e+07,0
0.0,0.0,0.0,360288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,617.0,1.6477586e+09,1.6477592e+09,1.6477226e+09,2.871101e+06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477521e+09,16.0,16.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,173087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,675.0,1.6477551e+09,1.6477558e+09,1.6477208e+09,2.871006e+06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477486e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,3.529592e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,1.6477363e+09,1.6477371e+09,1.6477124e+09,2.870184e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477299e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,911296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,1.6477403e+09,1.647741e+09,1.6477124e+09,2.870238e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477338e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,32180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,1.6477295e+09,1.6477303e+09,1.6477121e+09,2.870123e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647723e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,59664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,1.6477234e+09,1.6477242e+09,1.6477112e+09,2.869884e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647717e+09,16.0,16.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,2.0210724e+07,2.0190318e+07,0
0.0,0.0,0.0,3.101347e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,620.0,1.6477516e+09,1.6477522e+09,1.6477204e+09,2.870936e+06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647745e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,19251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,611.0,1.6477508e+09,1.6477514e+09,1.6477204e+09,2.870898e+06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477443e+09,16.0,16.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,2.0220324e+07,2.0190318e+07,0
0.0,0.0,0.0,544291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,1.6477546e+09,1.6477554e+09,1.6477208e+09,2.870999e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477482e+09,16.0,16.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,2.0210526e+07,2.0190318e+07,0
