ext_id,name,reason,ok,error,size,perms,host_perms,js_len,has_signal,eval_count,atob_count
kenamdfaobeijnoclgegcpoplfahlemh,Radmin Vpn — ????????? ??,Spyware,False,Empty response for extension kenamdfaobeijnoclgegcpoplfahlem,0,0,0,0,False,0,0
bieapdakjafmcilgjobfeopeoejhdmmg,Adguard Vpn — Proxy ?????,Spyware,True,,20469,1,0.0,13581,True,0.0,0.0
ofbdlgcpfnhcidmfmddnkkbkejjoffdf,Browsec Vpn 1Vpn,Spyware,False,Empty response for extension ofbdlgcpfnhcidmfmddnkkbkejjoffd,0,0,0,0,False,0,0
dinnpahadcfmggceljnhjdopgepbalno,???? Vpn,Spyware,False,Empty response for extension dinnpahadcfmggceljnhjdopgepbaln,0,0,0,0,False,0,0
gefgdocdopdafjahbieblleicllnhadp,Goose ??? – ???????? ?? ?,Spyware,False,Empty response for extension gefgdocdopdafjahbieblleicllnhad,0,0,0,0,False,0,0
ommpoiidlmdogdmcchcdhaknjjmobldb,Adguard Vpn — ?????? ????,Spyware,True,,27303,1,0.0,13824,True,0.0,0.0
nbenpghhoknfjfjlibglllggjkhaofba,Turboshield Vpn – Proxy S,Spyware,False,Empty response for extension nbenpghhoknfjfjlibglllggjkhaofb,0,0,0,0,False,0,0
mfcaneeehggllfdnekaicinjidbbongi,??? ???? Vpn,Spyware,False,Empty response for extension mfcaneeehggllfdnekaicinjidbbong,0,0,0,0,False,0,0
pakgnemmpanbkmjapomefhloemiagfjm,????? Vpn — ???????? ? ??,Spyware,False,Empty response for extension pakgnemmpanbkmjapomefhloemiagfj,0,0,0,0,False,0,0
anconclhkknnbkgiflfeppbcdoikcpca,????? ??? — ??????? ?????,Spyware,False,Empty response for extension anconclhkknnbkgiflfeppbcdoikcpc,0,0,0,0,False,0,0
nfcmnfjkkoiaojgiejjikhcohjefccll,??????? Vpn,Spyware,True,,19101,1,2.0,16908,True,0.0,0.0
jpgmhchadlmpjjdgolpdhgooglpaiogf,Vpntype — ??????? Proxy ?,Spyware,True,,27266,1,0.0,13828,True,0.0,0.0
oilnfanklnlkllifgedkeeefcfenenpf,Adguard Vpn,Spyware,False,Empty response for extension oilnfanklnlkllifgedkeeefcfenenp,0,0,0,0,False,0,0
pfnpmpldgnnlfkgefcbkohhfiiacegea,Nodus Vpn — ??????? ? ???,Spyware,False,Empty response for extension pfnpmpldgnnlfkgefcbkohhfiiacege,0,0,0,0,False,0,0
gjliplciiocpaocblnhjjacpebbomjda,Hiro Vpn — ?????? ???????,Spyware,True,,21959,1,2.0,16798,True,0.0,0.0
phbhemngopbmijocapkgabcojjhmpnpd,?????????? Vpn,Spyware,True,,22777,1,2.0,13292,True,0.0,0.0
obihdinidoplbiplglecalaokeekjion,???? Vpn,Spyware,False,Empty response for extension obihdinidoplbiplglecalaokeekjio,0,0,0,0,False,0,0
ohciibhlgjnckamdhelbjgggcdaifkbf,????????? Vpn,Spyware,False,Empty response for extension ohciibhlgjnckamdhelbjgggcdaifkb,0,0,0,0,False,0,0
oekjbffiagclhfkpphmcheihchifblhp,??????? Vpn Premium — ???,Spyware,True,,27528,1,0.0,13761,True,0.0,0.0
oahhlpegbadgngdcpiemcjcnpokkocfd,Adguard Vpn,Spyware,False,Empty response for extension oahhlpegbadgngdcpiemcjcnpokkocf,0,0,0,0,False,0,0
olnedmfbogpgbkphdbfednoagdlmamin,Outline Vpn,Spyware,False,Empty response for extension olnedmfbogpgbkphdbfednoagdlmami,0,0,0,0,False,0,0
pnjimekgccmbpclgakplkoficlhnomln,Doyarka Proxy — ??????? S,Spyware,False,Empty response for extension pnjimekgccmbpclgakplkoficlhnoml,0,0,0,0,False,0,0
empmomhbifkbcfbodchbakclkinpibim,Urban Vpn,Spyware,True,,18629,1,0.0,13645,True,0.0,0.0
obabhcfakmfmaaankblgkjpinodphbjd,????? Vpn — Smart Proxy,Spyware,False,Empty response for extension obabhcfakmfmaaankblgkjpinodphbj,0,0,0,0,False,0,0
bngahmjkkbiebggdghdlbjaedhmcblpm,Webguard,Spyware,True,,13972,2,0.0,14466,True,0.0,0.0
pcoepiamkidpfnbacbncjpcdgcgcofmd,??? Vpn,Spyware,True,,18981,1,2.0,16810,True,0.0,0.0
ncoffmoodfnohnphcmidgncknpkgnccj,Nord Vpn — ????????? ????,Spyware,False,Empty response for extension ncoffmoodfnohnphcmidgncknpkgncc,0,0,0,0,False,0,0
aeglpahooigfloknbcocdkgoklmopcad,Ninja Vpn — ??????? Vpn ?,Spyware,False,Empty response for extension aeglpahooigfloknbcocdkgoklmopca,0,0,0,0,False,0,0
emaondhcbbhipmjggpanmiicfniaokbn,Stado Proxy — ?????? Sock,Spyware,False,Empty response for extension emaondhcbbhipmjggpanmiicfniaokb,0,0,0,0,False,0,0
pkjnnicnapmkdflpbbfhnnhbcgchgbcm,???? ??? — ??????? ??? ??,Spyware,True,,27460,1,0.0,13822,True,0.0,0.0
fkejoibgeglangndghmgghminjaheled,????? Vpn — ??????? ?????,Spyware,False,Empty response for extension fkejoibgeglangndghmgghminjahele,0,0,0,0,False,0,0
aoejfgbdcbpeekpmelgoofbboonmdcaf,????????? Vpn,Spyware,False,Empty response for extension aoejfgbdcbpeekpmelgoofbboonmdca,0,0,0,0,False,0,0
fkbhohfcljmmgohbhkccejcamibgmjlg,???? Lite — ?????? Vpn,Spyware,False,Empty response for extension fkbhohfcljmmgohbhkccejcamibgmjl,0,0,0,0,False,0,0
ddlnpmihnbdfhmiefebbogipmemmachh,Radmin Vpn ?????????? ??,Spyware,False,Empty response for extension ddlnpmihnbdfhmiefebbogipmemmach,0,0,0,0,False,0,0
ciegppinlanbdjdlpkpgdlepffeliofa,Discord Id Lookup,Bundling Unwanted Software,False,Empty response for extension ciegppinlanbdjdlpkpgdlepffeliof,0,0,0,0,False,0,0
gabbjaphfhpbgjnfgoccnamjepgllmec,Capcut Video Studio Unive,Malware,False,Empty response for extension gabbjaphfhpbgjnfgoccnamjepgllme,0,0,0,0,False,0,0
fopcpeeheegndmnebdhgmcdpmiaeklhf,Abelx,Malware,False,Empty response for extension fopcpeeheegndmnebdhgmcdpmiaeklh,0,0,0,0,False,0,0
cmdlencelhcjbebnkpbmhcfmlnjgihhm,???Net — ???????? ??? ??? ????,Spyware,False,Empty response for extension cmdlencelhcjbebnkpbmhcfmlnjgihh,0,0,0,0,False,0,0
fibohcmbdjkkapkbjfhkaoiljaofeoil,Atlas Vpn,Spyware,True,,21587,1,0.0,13670,True,0.0,0.0
kfdikbdfpdnnhhdedadeaodglioggjdl,????? ??? — premium ???????,Spyware,True,,27443,1,0.0,13818,True,0.0,0.0
akiknpephpgdllpnmocndocdmgmbnocl,Myxa Gate,Spyware,False,Empty response for extension akiknpephpgdllpnmocndocdmgmbnoc,0,0,0,0,False,0,0
capnggjhnpofmimlcjlhggdenibcgoal,???? Vpn — ?????? ??????,Spyware,False,,0,0,0,0,False,0,0
kcgghkhfblccdcdeeeljkohccimahmfj,Peach VPN,Spyware,False,Empty response for extension kcgghkhfblccdcdeeeljkohccimahmf,0,0,0,0,False,0,0
lfmkljhfpjpcoeghgomhemecbcojikai,Dino Vpn,Spyware,False,,0,0,0,0,False,0,0
dejbkoamefcdbolpcpppeblbmbkdljmo,BrowSec VPN,Spyware,False,Empty response for extension dejbkoamefcdbolpcpppeblbmbkdljm,0,0,0,0,False,0,0
hlonjnobegeknhcnplaifmbgmbalneji,WindFlow VPN – ?????? proxy ? ??????? ????????????,Spyware,False,Empty response for extension hlonjnobegeknhcnplaifmbgmbalnej,0,0,0,0,False,0,0
ccnceaompinfjgnfkbcnfgaenklmafil,Paper VPN — ?????????? ???????,Spyware,True,,27162,1,0.0,13837,True,0.0,0.0
ijidomgpacjmolpdobebnkocnogkphpp,Ninja Proxy,Spyware,True,,21860,1,2.0,16978,True,0.0,0.0
aemjnabgfabjlcojhbablmedhbnmpcgj,??? ????? — ?????-??? ??? ????????,Spyware,True,,13545,1,0.0,10139,True,0.0,0.0
lmagpmnilkpgdcbkmokechmpeeojangi,Windscribe Vpn Free,Spyware,False,,0,0,0,0,False,0,0
kglhlmkedfjgbfhleoifbnjhblmjbphg,Avocado VPN,Spyware,False,,0,0,0,0,False,0,0
jjibkaphagoijhdmkllmcndemnidhjjd,RedRoute VPN,Spyware,False,Empty response for extension jjibkaphagoijhdmkllmcndemnidhjj,0,0,0,0,False,0,0
ejagecejffbgaefchihnmkdkchknkigf,Pipl VPN,Spyware,False,Empty response for extension ejagecejffbgaefchihnmkdkchknkig,0,0,0,0,False,0,0
eomjcbhempdcpmljiahjenbdhkoccbmb,Orbit Proxy VPN,Spyware,True,,22721,2,0.0,20538,True,0.0,0.0
bfdlendomdpckfcegjjhgheignejhing,Jump-Jump VPN,Spyware,False,Empty response for extension bfdlendomdpckfcegjjhgheignejhin,0,0,0,0,False,0,0
ejgbcpimeldphonnomlcjbagoepjadpo,Browsec Proxy,Spyware,False,Empty response for extension ejgbcpimeldphonnomlcjbagoepjadp,0,0,0,0,False,0,0
joagedfbanoaebcoeffkkpmpbboiabmm,BrowSec VPN,Spyware,False,Empty response for extension joagedfbanoaebcoeffkkpmpbboiabm,0,0,0,0,False,0,0
eaolghfmnajoaejicijdbpkicimmomcn,???? VPN,Spyware,False,,0,0,0,0,False,0,0
jfdklphafjochadainoobkemnogdjiod,????? VPN,Spyware,False,Empty response for extension jfdklphafjochadainoobkemnogdjio,0,0,0,0,False,0,0
idmpkfamcdgdhlopbiapnoaklgkjigle,Proton ???-?????????? ??????????,Spyware,False,,0,0,0,0,False,0,0
iloeambbfeeikpjhkpfcbcplpobgapel,Open VPN — ????????? ??????,Spyware,True,,27376,1,0.0,13791,True,0.0,0.0
cdlbcpjfhjedjajilmpknbmodmfocljm,FastestVPN,Spyware,True,,21677,1,0.0,13684,True,0.0,0.0
gchgkghlgpefkoepkpjdgmlcgnbblppp,???? VPN,Spyware,True,,25134,2,0.0,26010,True,0.0,0.0
elflhijmcekbfdjkabgphiepeclgmjgl,VPN Simple,Spyware,True,,1291806,1,3.0,21561,True,0.0,0.0
bgbabcbfnphklneccpldeecbnpogpbfn,Browsec VPN,Spyware,False,Empty response for extension bgbabcbfnphklneccpldeecbnpogpbf,0,0,0,0,False,0,0
hmemnljhamnbcnphkjdphnmnggmnhhkl,??????? ?? ?????????? VPN,Spyware,False,,0,0,0,0,False,0,0
dbjeemabemccjbbemlnljmpmaadhohho,Mango VPN,Spyware,False,Empty response for extension dbjeemabemccjbbemlnljmpmaadhohh,0,0,0,0,False,0,0
dpbilbpinfjkhciajdcifndlpegepokc,ExpressVPN,Spyware,True,,21732,1,0.0,13687,True,0.0,0.0
emkbmmhneldhbgpkaomgjjohdcfeapbj,??????? VPN — ?????? proxy-??????????? ??? ????????,Spyware,True,,20721,1,0.0,14227,True,0.0,0.0
gnignaonemjabnmmfjkilpfodbfgacfk,Bye VPN,Spyware,True,,24044,1,0.0,13907,True,0.0,0.0
glaofpkjfaldpdgjapcfhccagmddmjnf,????? VPN,Spyware,True,,19136,1,2.0,17022,True,0.0,0.0
fmjlnpepggmfdipfdafghiepgnaoadmd,???? VPN,Spyware,False,Empty response for extension fmjlnpepggmfdipfdafghiepgnaoadm,0,0,0,0,False,0,0
kbokjhkoeadabeccjgohejbipkggopbo,????? ???-?????? ??????,Spyware,False,Empty response for extension kbokjhkoeadabeccjgohejbipkggopb,0,0,0,0,False,0,0
fdoagnpcpgkjkcmnpnmdlbikfdagklhk,Bunny VPN,Spyware,False,Empty response for extension fdoagnpcpgkjkcmnpnmdlbikfdagklh,0,0,0,0,False,0,0
ojgfehdbhgbicajidmgiidpceockbbpn,???? Vpn,Spyware,True,,2445941,1,2.0,19393,True,0.0,0.0
abjgfdfbmmijjdfbohbhgdnjeipjbplj,????? VPN,Spyware,True,,2191240,1,3.0,20054,True,0.0,0.0
mkkolkbehgnknpmdcjbcgjpnmeegijim,??? ???,Spyware,True,,1888545,1,2.0,17158,True,0.0,0.0
bmeonhjbmiacccakpjdmjaloiflkjgig,??????? ??? – ??????? ????? ?????????? ?????????,Spyware,False,Empty response for extension bmeonhjbmiacccakpjdmjaloiflkjgi,0,0,0,0,False,0,0
cepookalkohkjhbamenfbagblnmfcfmn,??????? ??? — ?????????? VPN,Spyware,True,,27424,1,0.0,13956,True,0.0,0.0
klmkbfdadoijkjkinfbbncmmoepeibek,Happ VPN — ?????? ?????,Spyware,True,,22874,1,0.0,13674,True,0.0,0.0
mfjnlfbefioeckkmmfahkgmhgneepgll,Vpn Absolute,Spyware,True,,3124306,1,3.0,22076,True,0.0,0.0
bebcfnddlcnahgmdobbicnjbahlbgpnh,Turbo VPN chrome,Spyware,True,,3618859,1,0.0,16243,True,0.0,0.0
jggpbfpigiemlipemocnijhapgoaflac,???? VPN,Spyware,True,,14897,1,0.0,14313,True,0.0,0.0
jocbfpcnadgeceidpapkoggmhkieeeeg,Proxy VPN – ??????? SOCKS5 proxy ??? Chrome,Spyware,True,,14108,1,0.0,12145,True,0.0,0.0
ckhgbopnpmlhgiihmclcobcdehcakoai,BrowSec VPN — browser proxy ??? ???????? ???????,Spyware,False,Empty response for extension ckhgbopnpmlhgiihmclcobcdehcakoa,0,0,0,0,False,0,0
adbicacljgblmefpmcffdjmcbagbejji,????? VPN – ?????? proxy ? ?????? ???????????,Spyware,True,,15443,1,0.0,15851,True,0.0,0.0
cmplhaampagiakkffmgjndcjdgbglbln,VPN ??? ????????,Spyware,True,,19073,1,0.0,13873,True,0.0,0.0
ehfnbbjmgkeelhemgpkfdhojcjmfpkjp,SpiderMesh — ???????? VPN-??????,Spyware,True,,13760,1,0.0,12430,True,0.0,0.0
cpjmmnhmieannhjnjjfcpmkpjgnakjaj,vpn-bez-logov,Spyware,True,,2165471,1,2.0,19399,True,0.0,0.0
hpgghhpnkoamfbhiihfachccnkdlkiog,Kit Vpn,Spyware,True,,21782,1,0.0,13652,True,0.0,0.0
ddhjjndlmjakdcdcmgajploledaclbfk,Firefly VPN — ???????? ?????? ????,Spyware,False,Empty response for extension ddhjjndlmjakdcdcmgajploledaclbf,0,0,0,0,False,0,0
iaoeadecnampefdibdmjjbojfoajpfde,???? ??? - ??????? ????? ??????????,Spyware,False,Empty response for extension iaoeadecnampefdibdmjjbojfoajpfd,0,0,0,0,False,0,0
dfbnmnokochbcifabpndhfelgobckenh,Myxa Proxy,Spyware,True,,21818,1,0.0,13658,True,0.0,0.0
cghconplclhlafnkaocbddboklfodnfc,??????? VPN — ?????? ??????,Spyware,False,Empty response for extension cghconplclhlafnkaocbddboklfodnf,0,0,0,0,False,0,0
endajcleplnkbilblmifdhpimfaonkff,WebTun — ?????? VPN,Spyware,True,,14587,1,0.0,14523,True,0.0,0.0
elmjnebeklbicphkoceklapimjjjicjj,vpn-dlya-yutuba,Spyware,True,,2300644,1,2.0,19400,True,0.0,0.0
ibmaolbkpicpijpjecobinipoddeiogn,Avast SecureLine VPN,Spyware,False,Empty response for extension ibmaolbkpicpijpjecobinipoddeiog,0,0,0,0,False,0,0
ocjopfjjaphkoagcfdmdgpheobhccmfp,Vpn ????,Spyware,True,,2272047,1,3.0,20058,True,0.0,0.0
ekocnfhifehpgiffogacoboddbkfcjhi,?????? VPN,Spyware,True,,2132863,1,3.0,20067,True,0.0,0.0
ibphkcpmadfdpbkockccopbibhbdijna,odin-klik-vpn,Spyware,True,,5368966,1,0.0,19391,True,0.0,0.0
ilhkddenpjglbamfkdfcggplilcibono,??????? VPN,Spyware,True,,18943,1,0.0,13685,True,0.0,0.0
hiohnobfeiimhgcjfkifogdlegijjhcl,???? VPN – ??????? ?????? ??? ?????? ????????,Spyware,True,,159294,1,0.0,9514,True,0.0,0.0
geemjpmbdjffghkkiileoiheccgcjilb,Avocado VPN — Secure Proxy,Spyware,False,Empty response for extension geemjpmbdjffghkkiileoiheccgcjil,0,0,0,0,False,0,0
hoeghcokeoglleffagcmajogjkgeinjc,VPN-????,Spyware,True,,2238302,1,3.0,20052,True,0.0,0.0
cpehmglkieogiogkgbicjmoapfjooaam,VPN Master Lite — turbo connect,Spyware,True,,27418,1,0.0,13835,True,0.0,0.0
fceapcpbffpckedagfekofkljbnjjgfb,Radmin VPN,Spyware,True,,22780,1,0.0,13672,True,0.0,0.0
jfdplfcifokiabbglfjeaanldjohogfd,??? VPN,Spyware,False,Empty response for extension jfdplfcifokiabbglfjeaanldjohogf,0,0,0,0,False,0,0
imbkobcmkpefeijlpgejkpnfgbjmlaoo,Amnezia VPN — ?????????? ????????,Spyware,False,Empty response for extension imbkobcmkpefeijlpgejkpnfgbjmlao,0,0,0,0,False,0,0
anggbncfkojnpldcpblaboandcjajkgl,ArachnoShield — ??????? VPN-???,Spyware,True,,13472,2,0.0,11004,True,0.0,0.0
lbbnpjbbepimfemibkhddfklekaipjli,???? ???? VPN,Spyware,True,,23169,1,0.0,13685,True,0.0,0.0
apnlidgccohighgjjikmalpccgombonl,Prime VPN – ??????????? proxy ? ??????? ???????,Spyware,True,,13713,1,0.0,11530,True,0.0,0.0
joocokeldmkhhgaaalkjnomkpldkdocn,???? ???? ??? - ???????? ??? ?????,Spyware,False,Empty response for extension joocokeldmkhhgaaalkjnomkpldkdoc,0,0,0,0,False,0,0
kidhjgofjnmjpbdhagacohdggmdfcgfl,VPN Hoxx-proxy,Spyware,True,,2640152,1,0.0,19602,True,0.0,0.0
bjfngoeclhbkpgdngfdolcpiofgdlbjm,VPN Game Pro,Spyware,True,,2988208,1,3.0,22076,True,0.0,0.0
eeaagbioaaiigjehofojbeacmcpmfggi,VPN Video,Spyware,False,Empty response for extension eeaagbioaaiigjehofojbeacmcpmfgg,0,0,0,0,False,0,0
fnonmdajnijmkceinkipcijkgnbkejaf,???? ??? — ???????? ???????????,Spyware,True,,27289,1,0.0,13846,True,0.0,0.0
hhoellcfchiefblhjebgkgfgedcmbbmj,Planeta-free-VPN-1VPN,Spyware,False,Empty response for extension hhoellcfchiefblhjebgkgfgedcmbbm,0,0,0,0,False,0,0
hfaoffgdhhicckebnkgbakidhjnjpfic,Red Shield VPN — ?????? ??????,Spyware,False,Empty response for extension hfaoffgdhhicckebnkgbakidhjnjpfi,0,0,0,0,False,0,0
jdpifpbmifchldljpapckejcnohbiada,????? VPN – ??????? VPN,Spyware,False,Empty response for extension jdpifpbmifchldljpapckejcnohbiad,0,0,0,0,False,0,0
fcmecilpdddmffmnjhdmillmddahmfnh,Myxa Connect,Spyware,True,,9942,2,0.0,7122,True,0.0,0.0
eijcacggdeflehoekbdgljongmobmchj,Nocturnal VPN — ?????? ???????????,Spyware,True,,12644,1,0.0,11457,True,0.0,0.0
fpiolkbhpmebbdpanjfmnoacpkkdgbel,??? VPN,Spyware,True,,13961,1,0.0,9989,True,0.0,0.0
balkhnoegkmheodonbkhkaegibmamapp,??? ???,Spyware,True,,836459,2,0.0,23488,True,0.0,0.0
aikeingnnaofblajmpkdamcmbinjicek,VPN-?????????,Spyware,True,,2224072,1,3.0,20077,True,0.0,0.0
hnembaemjbciokbnhklbcngopfakpkeo,???? VPN,Spyware,True,,19068,1,2.0,16756,True,0.0,0.0
fboaaaegndmojaphabbmpgiohgnhekhd,HIT VPN — ???????? ?????????? ??? ???????????,Spyware,True,,18824,1,0.0,13642,True,0.0,0.0
ijpbkjknnkpjnkndfgddfflpoickilmf,????? Proxy,Spyware,True,,14760,1,0.0,13409,True,0.0,0.0
bnfedobijcachmijlfecldmhnebihmcj,FreeBrowser VPN — ????????? ??????,Spyware,False,Empty response for extension bnfedobijcachmijlfecldmhnebihmc,0,0,0,0,False,0,0
bgikeajhdmggllhdnleoeaiedpbdhbgc,?????? ??? – ????? ??????? VPN,Spyware,True,,163984,1,0.0,11775,True,0.0,0.0
ejpngffggkahecooncogchbchpngfokj,VPN Hidden,Spyware,True,,2380133,1,3.0,22072,True,0.0,0.0
bifgpflmljboegdapmikafhpilijdead,TOP ???,Spyware,True,,1899423,1,2.0,17166,True,0.0,0.0
kfginhcclblahoolnpjkhgkmgfjbkcao,???? ??? — ???????? ??????,Spyware,False,Empty response for extension kfginhcclblahoolnpjkhgkmgfjbkca,0,0,0,0,False,0,0
aliegnhhiklfkdipafafcjafgngecmgn,??? VPN,Spyware,False,Empty response for extension aliegnhhiklfkdipafafcjafgngecmg,0,0,0,0,False,0,0
hjahmlbhpfnnfiklidkmjemaoghepioj,??? VPN – ??????? proxy ??? ??????????? ???????,Spyware,True,,14680,1,0.0,12230,True,0.0,0.0
jcamehlleiidiiogfddjclbihkamnmdb,?????? VPN,Spyware,True,,13989,1,0.0,11565,True,0.0,0.0
apkfclckpilgfoembfmnmlblnffcnfcl,Red Shield VPN,Spyware,False,Empty response for extension apkfclckpilgfoembfmnmlblnffcnfc,0,0,0,0,False,0,0
bbcgolpihcpibnjpnafbaccaclagclmf,FlexVPN,Spyware,False,Empty response for extension bbcgolpihcpibnjpnafbaccaclagclm,0,0,0,0,False,0,0
kkmkaknfcdcpjfjlmfhbpeoijikfoneh,VPN Spark,Spyware,True,,2972481,1,3.0,21569,True,0.0,0.0
haomlginkkjmocfonpiknfghoeomiojc,Infestation VPN,Spyware,True,,13185,1,0.0,10708,True,0.0,0.0
becdalghcachfljkdifjaifmiecbpbcb,Amnezia Proxy,Spyware,True,,1477638,1,0.0,13488,True,0.0,0.0
gbmbmldgodcjbfaghnjohphndkobjpce,???? ???,Spyware,False,Empty response for extension gbmbmldgodcjbfaghnjohphndkobjpc,0,0,0,0,False,0,0
kkkldlbbknfdbpalmknkdalimjeadpen,Hola VPN,Spyware,True,,19242,1,2.0,16332,True,0.0,0.0
jgmokihhodhebpmcbamcjgjbpkngngap,Radmin ???-?????? ??????,Spyware,True,,62528,1,2.0,17512,True,0.0,0.0
hmpjdeippjapohpkmalhmnohbipnggjf,?????????? ??? ?.????,Spyware,True,,2230951,1,0.0,19425,True,0.0,0.0
ekagjpmdcapijgpldiojceionmnleifj,????? VPN,Spyware,True,,18724,1,0.0,13063,True,0.0,0.0
hfbhplpckgfkhfcepgbejnjpanbbaaed,Bunny VPN,Spyware,False,Empty response for extension hfbhplpckgfkhfcepgbejnjpanbbaae,0,0,0,0,False,0,0
jkekfaejgkokhbcahfmhiiecgkkkfhpa,Sand VPN — ??????? ??????????? ? ???? ????,Spyware,True,,18760,1,0.0,13649,True,0.0,0.0
dnmppgaamaeejibkgadfbmnpofmgnegf,Earth VPN,Spyware,True,,18827,1,0.0,13689,True,0.0,0.0
hfofepaldicokklmfgdonaaakebggnkb,AdGuard VPN,Spyware,True,,18970,1,0.0,13859,True,0.0,0.0
kkfkknaikhhjojoidojlenioadfjecof,Larva VPN — ???????? ??????? ??????,Spyware,True,,13960,1,0.0,13313,True,0.0,0.0
geoalbipaogceeldlkhfnapeifhelefj,Fast VPN — ??????????? VPN,Spyware,True,,27299,1,0.0,13822,True,0.0,0.0
fecohheohodkgmdmdpiocogboienindc,Bebra Proxy,Spyware,False,Empty response for extension fecohheohodkgmdmdpiocogboienind,0,0,0,0,False,0,0
bpcpgflbnnedjfcnkfbinikeicffghgl,???? VPN,Spyware,False,Empty response for extension bpcpgflbnnedjfcnkfbinikeicffghg,0,0,0,0,False,0,0
elleedljbbeipjijfgahpmbmojgagkjk,Molniya Vpn,Spyware,False,Empty response for extension elleedljbbeipjijfgahpmbmojgagkj,0,0,0,0,False,0,0
eaidghdeobijblnliakpildffnjdckmd,DuckGo VPN,Spyware,False,Empty response for extension eaidghdeobijblnliakpildffnjdckm,0,0,0,0,False,0,0
bmldimmhaamlfaijnmhikfidngaennjo,Survivor Net — ?????????? ??????,Spyware,True,,13183,1,0.0,11293,True,0.0,0.0
ldhmimnchgkihniijggnhcanhphillnn,Jump VPN,Spyware,True,,20543,1,0.0,13808,True,0.0,0.0
lbfendfngigjmpghcidgnodlecdlhkbk,Diamond VPN,Spyware,False,Empty response for extension lbfendfngigjmpghcidgnodlecdlhkb,0,0,0,0,False,0,0
ipnjgkeodmakngjpblfmcggkcknalfam,Durev VPN – ??????? proxy ??? ?????????? ?????????,Spyware,False,Empty response for extension ipnjgkeodmakngjpblfmcggkcknalfa,0,0,0,0,False,0,0
chphemgbhggblnggogackapgdnifnjco,?????? VPN – ????? proxy ? ??????? ????????????,Spyware,True,,14984,1,0.0,12820,True,0.0,0.0
clonlklkobdppgnhaklminjfgchpgiob,Sun VPN,Spyware,False,Empty response for extension clonlklkobdppgnhaklminjfgchpgio,0,0,0,0,False,0,0
kejenndfhndojdfoecjjkaeefogjgeid,Browsec VPN,Spyware,False,Empty response for extension kejenndfhndojdfoecjjkaeefogjgei,0,0,0,0,False,0,0
gmhpfinejackkjoanceabgmoiggofanm,GreenHub VPN — ?????? ? ??????????? ??????,Spyware,True,,18716,1,0.0,13665,True,0.0,0.0
dbcocmghepfnpobmefmdhmahefdmmkmi,beskonechnyy-trafik-vpn,Spyware,True,,3568582,1,0.0,14178,True,0.0,0.0
kiefglobgcfoolkfjkopcnopaagpohlc,??? VPN,Spyware,True,,20508,1,0.0,13574,True,0.0,0.0
bchelkjkilnlomoehihopndkjjhlcgla,TOP ???-??????? ??????????,Spyware,True,,60679,1,2.0,17508,True,0.0,0.0
gckefkbaglmdpmjndciiahaccljdddai,?????????? VPN,Spyware,True,,1999459,1,3.0,20080,True,0.0,0.0
ioncbpcgiobadmnelbcpgpjphenddfoa,???? VPN,Spyware,True,,18544,1,0.0,13646,True,0.0,0.0
bmidlejanhnaaopgiljgojghplnaeoaf,Radmin VPN,Spyware,True,,18863,1,0.0,13662,True,0.0,0.0
knblpijcogopeankegmbcdhdndbplgka,????? VPN – ??????? proxy ? ??????? ????????????,Spyware,True,,14111,1,0.0,12269,True,0.0,0.0
kiijehifnnlnchkfgmlokakpfiooeigk,ArachnoNet — ??????? VPN-??????,Spyware,True,,14157,1,0.0,13741,True,0.0,0.0
hfmkkjaibgegmmfihchilhlffabegina,????? VPN,Spyware,True,,19215,1,2.0,16896,True,0.0,0.0
ipdncmifipjgangkhjjjfccojkccmefd,Toplenka Net — ???????? VPN-??????,Spyware,True,,14327,1,0.0,11681,True,0.0,0.0
hlahebdnafgbfeggppedlncpkkhofhfk,Star VPN,Spyware,False,Empty response for extension hlahebdnafgbfeggppedlncpkkhofhf,0,0,0,0,False,0,0
choldfdafblhjjfdbnibekaakmhnfabc,VPN-????,Spyware,True,,2066457,1,3.0,20062,True,0.0,0.0
cljopkopbidboafoppejamlcpmgmffib,??????? this vpn,Spyware,True,,3894249,1,0.0,16215,True,0.0,0.0
jdpnclabfdjckoggcihhcfphomgcmfib,Vector VPN — ??????? ??????????? ? ???? ????,Spyware,True,,18848,1,0.0,13663,True,0.0,0.0
fdgndkeabepnjiohbabfnchdkikaeoik,???? ???? VPN — ?????????? ??????,Spyware,False,Empty response for extension fdgndkeabepnjiohbabfnchdkikaeoi,0,0,0,0,False,0,0
dhehohioamlbamodmibbdbondgbbpkpb,Nord VPN — ????????? ???????,Spyware,False,Empty response for extension dhehohioamlbamodmibbdbondgbbpkp,0,0,0,0,False,0,0
dmadpoocbhhfaeefeblecpaielloalme,VPN Stream,Spyware,True,,2449322,1,3.0,21561,True,0.0,0.0
bkmmedhfnenchphbngpihpcodlimdceb,????? ???,Spyware,True,,1519975,1,2.0,17165,True,0.0,0.0
fokpelagppjmjiggfdalkfepcfclhnoh,???? VPN — ??????? proxy-?????? ? ???? ????,Spyware,True,,20761,1,0.0,13738,True,0.0,0.0
cmoljkcobacohfilkhbpclpgebcnpdcl,SkyRoute VPN – Proxy Switch,Spyware,False,Empty response for extension cmoljkcobacohfilkhbpclpgebcnpdc,0,0,0,0,False,0,0
bfjcdcgfehgbbaenfojebonnlfichjnk,???? VPN,Spyware,False,Empty response for extension bfjcdcgfehgbbaenfojebonnlfichjn,0,0,0,0,False,0,0
