timestamp,extension_id,field,old_value,new_value,confidence,method
2026-08-29T10:21:45,fgaapohcdolaiaijobecfleiohcfhdfb,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,extension_name,Not Found,Simple Volume Booster,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,version,Not Confirmed,3.67,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,sha256,Not Found,9d60d7cdf99eacdf7e7a8109df29fdd162a24e0c608d3777afb268d9ebf8b24e,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:47,fbjhgeaafhlbjiejehpjdnghinlcceak,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:49,fedchalbmgfhdobblebblldiblbmpgdj,sha256,Not Found,7cc313e1984e00fba19c419ceb37a17664b04a6392fdbf38d99f37dce53e2d98,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:49,fedchalbmgfhdobblebblldiblbmpgdj,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:49,fedchalbmgfhdobblebblldiblbmpgdj,reason,Not yet confirmed,Adware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:21:59,djekgpcemgcnfkjldcclcpcjhemofcib,sha256,Not Found,3c0418f0e9741f5aa3b66f7461ebac8422eb5c874a7d2a607595f2ca1726b43c,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:06,gabbbocakeomblphkmmnoamkioajlkfo,extension_name,Not Found,Nano Adblocker,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:06,gabbbocakeomblphkmmnoamkioajlkfo,version,Not Confirmed,1.0.0.153,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:06,gabbbocakeomblphkmmnoamkioajlkfo,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:06,gabbbocakeomblphkmmnoamkioajlkfo,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:06,gabbbocakeomblphkmmnoamkioajlkfo,reason,Not yet confirmed,Policy Violation,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:09,ehmneimbopigfgchjglgngamiccjkijh,sha256,Not Found,7e8845ce4a825c195e3d4492a575b32c81ef8291a6a2105b3be28fc63f05259d,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:09,ehmneimbopigfgchjglgngamiccjkijh,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:09,ehmneimbopigfgchjglgngamiccjkijh,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:10,ggolfgbegefeeoocgjbmkembbncoadlb,extension_name,Not Found,Nano Defender,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:10,ggolfgbegefeeoocgjbmkembbncoadlb,version,Not Confirmed,15.0.0.205,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:10,ggolfgbegefeeoocgjbmkembbncoadlb,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:10,ggolfgbegefeeoocgjbmkembbncoadlb,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:10,ggolfgbegefeeoocgjbmkembbncoadlb,reason,Not yet confirmed,Removal reason Unknown,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:22:38,ggacghlcchiiejclfdajbpkbjfgjhfol,sha256,Not Found,5295b5daa3e2f3cbcdb092dc92c9d80342248afc3ec6d23e293970e020d6d4a3,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:38,ggacghlcchiiejclfdajbpkbjfgjhfol,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:38,ggacghlcchiiejclfdajbpkbjfgjhfol,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,extension_name,Not Found,Dark Theme - Dark mode for Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,version,Not Confirmed,1.8.1,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,sha256,Not Found,65f43e0c38af9c5768b64e7225542a1750ccab4d3c882effb03fd36428f0e86b,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:22:43,gjjbmfigjpgnehjioicaalopaikcnheo,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:12,gbdjcgalliefpinpmggefbloehmmknca,sha256,Not Found,63caec7ed404c3fd4119d5953b6abe36a28c05b9e53705938a8102faf03335fe,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:12,gbdjcgalliefpinpmggefbloehmmknca,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:12,gbdjcgalliefpinpmggefbloehmmknca,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:14,iibnodnghffmdcebaglfgnfkgemcbchf,version,Not Confirmed,1.0.3,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:23:14,iibnodnghffmdcebaglfgnfkgemcbchf,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:23:14,iibnodnghffmdcebaglfgnfkgemcbchf,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:23:14,iibnodnghffmdcebaglfgnfkgemcbchf,reason,Not yet confirmed,Removal reason Unknown,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:23:36,iklgljbighkgbjoecoddejooldolenbj,sha256,Not Found,a91f9ad6b76081a8b45db06f3f62abe7af667a1636df4d384adbef092d026554,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:36,iklgljbighkgbjoecoddejooldolenbj,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:36,iklgljbighkgbjoecoddejooldolenbj,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:39,imopknpgdihifjkjpmjaagcagkefddnb,sha256,Not Found,6cbe71492d57d57be9689d5d771a3e1a0a77ddcb889422a02ff1dac5b9d86f5d,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:39,imopknpgdihifjkjpmjaagcagkefddnb,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:39,imopknpgdihifjkjpmjaagcagkefddnb,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:57,jdlkkmamiaikhfampledjnhhkbeifokk,sha256,Not Found,7fdf0bbaf975ccd46cac420c4785c14aad089602a71c7b8fb9dda02ec6ffaa7d,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:57,jdlkkmamiaikhfampledjnhhkbeifokk,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:23:57,jdlkkmamiaikhfampledjnhhkbeifokk,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:24:27,kacljcbejojnapnmiifgckbafkojcncf,version,Not Confirmed,1.5,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:27,kacljcbejojnapnmiifgckbafkojcncf,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:27,kacljcbejojnapnmiifgckbafkojcncf,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:27,kacljcbejojnapnmiifgckbafkojcncf,reason,Not yet confirmed,Policy Violation,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:51,icchadngbpkcegnabnabhkjkfkfflmpj,sha256,Not Found,e36329ac2c746b5d09bb4765bcf8c62db8d37135999f500f1b2b2c07538a7cf7,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:24:51,icchadngbpkcegnabnabhkjkfkfflmpj,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:24:51,icchadngbpkcegnabnabhkjkfkfflmpj,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:24:53,kekdpkbijjffmohdaonbpeeaiknhbkhj,version,Not Confirmed,2.2.3,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:53,kekdpkbijjffmohdaonbpeeaiknhbkhj,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:53,kekdpkbijjffmohdaonbpeeaiknhbkhj,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:24:53,kekdpkbijjffmohdaonbpeeaiknhbkhj,reason,Not yet confirmed,Removal reason Unknown,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:04,jhkhlgaomejplkanglolfpcmfknnomle,sha256,Not Found,c3c459319c9da44c66547bbdda706e2109e81356415221e853faac7b7e68365f,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:04,jhkhlgaomejplkanglolfpcmfknnomle,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:04,jhkhlgaomejplkanglolfpcmfknnomle,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:10,ijejnggjjphlenbhmjhhgcdpehhacaal,sha256,Not Found,35ca34890743e2664763fce97b36f16aa21098f6a0762a62b0d81145cef4b8d6,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:10,ijejnggjjphlenbhmjhhgcdpehhacaal,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:10,ijejnggjjphlenbhmjhhgcdpehhacaal,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:13,lagdcjmbchphhndlbpfajelapcodekll,version,Not Confirmed,1.2.1,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:13,lagdcjmbchphhndlbpfajelapcodekll,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:13,lagdcjmbchphhndlbpfajelapcodekll,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:13,lagdcjmbchphhndlbpfajelapcodekll,reason,Not yet confirmed,Removal reason Unknown,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:20,hnfabcchmopgohnhkcojhocneefbnffg,sha256,Not Found,8e321385cf70e63ba74546a4155c57cb74259eef2c4afebe8651c0d8193e9690,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:20,hnfabcchmopgohnhkcojhocneefbnffg,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:20,hnfabcchmopgohnhkcojhocneefbnffg,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,extension_name,Not Found,Tab Suspender,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,version,Not Confirmed,1.0.4,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,sha256,Not Found,0d5f8d4ee7dc55937c54200f23627d752fb945705f509e18d9356882a31a83f6,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:35,laameccjpleogmfhilmffpdbiibgbekf,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:38,kgfeiebnfmmfpomhochmlfmdmjmfedfj,sha256,Not Found,994b8aa7a651d12a8299a6a91ddf37ced4fe7dc6ad642a301f62c5a4bb9ee278,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:38,kgfeiebnfmmfpomhochmlfmdmjmfedfj,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:38,kgfeiebnfmmfpomhochmlfmdmjmfedfj,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,extension_name,Not Found,Skip Ads - Adblock for YouTube,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,version,Not Confirmed,1.1.6,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,sha256,Not Found,a50b9bbb020e25129c8d63a809b634e76969f01994576515c205936b819458c6,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:39,lkahpjghmdhpiojknppmlenngmpkkfma,reason,Not yet confirmed,Adware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:52,ledkggjjapdgojgihnaploncccgiadhg,sha256,Not Found,84161e794e7137d6be5dcbffb5139505e9a3853dd1d180bf725ac75b3c812182,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:52,ledkggjjapdgojgihnaploncccgiadhg,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:52,ledkggjjapdgojgihnaploncccgiadhg,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,extension_name,Not Found,Save Story for Instagram,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,version,Not Confirmed,1.8.3,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,sha256,Not Found,3cf25a7c5325765a540d3e79dfd2db5153691f64b011e09f7fcbaa1e6b44b28e,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:56,lknpbgnookklokdjomiildnlalffjmma,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:25:58,mdpgppkombninhkfhaggckdmencplhmg,version,Not Confirmed,1.8.2,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:58,mdpgppkombninhkfhaggckdmencplhmg,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:58,mdpgppkombninhkfhaggckdmencplhmg,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:25:58,mdpgppkombninhkfhaggckdmencplhmg,reason,Not yet confirmed,Policy Violation,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:26:05,jpefmbpcbebpjpmelobfakahfdcgcmkl,sha256,Not Found,0b713ce42e4aae8f487942379be5cebe733e9735e749c36664f6737e9c97d2d0,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:05,jpefmbpcbebpjpmelobfakahfdcgcmkl,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:05,jpefmbpcbebpjpmelobfakahfdcgcmkl,reason,Not yet confirmed,Malware,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:12,mnafnfdagggclnaggnjajohakfbppaih,version,Not Confirmed,3.1.2,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:26:12,mnafnfdagggclnaggnjajohakfbppaih,store,Not Confirmed,Chrome,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:26:12,mnafnfdagggclnaggnjajohakfbppaih,date,N/A,8/29/2026,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:26:12,mnafnfdagggclnaggnjajohakfbppaih,reason,Not yet confirmed,Policy Violation,Low,declared capability only (archived manifest — extension delisted)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,extension_name,Not Found,Infinite Dashboard - New Tab like no other,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,version,Not Confirmed,4.1.2,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,sha256,Not Found,d356c9995ea2426bb0cbcebfc538178b155d9ce477369b2a5cddfbae4ac89d44,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:33,meffljleomgifbbcffejnmhjagncfpbd,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,extension_name,Not Found,Google Translate in Side Panel,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,version,Not Confirmed,5.3.5,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,sha256,Not Found,86885125ac90776cd8ee11004d44c3d4665bc6c248f6734da2ce6be3bf76e963,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:34,lopnbnfpjmgpbppclhclehhgafnifija,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,extension_name,Not Found,Browsing Protector,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,version,Not Confirmed,1.4,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,sha256,Not Found,fc087d497197a3bbbdcf98c75d6c4ef452b5c819e73799059a915fcb4316d9bf,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:53,npdfkclmbnoklkdebjfodpendkepbjek,reason,Not yet confirmed,Search Hijacking,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,extension_name,Not Found,"Translate - Translator, Dictionary, TTS",Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,version,Not Confirmed,1.4.11,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,sha256,Not Found,770de3e555983d429923c8a14f32ab0421c5c5bda994947a2e65ea8bedfcb7bc,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:26:59,mnlohknjofogcljbcknkakphddjpijak,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,extension_name,Not Found,Sound Booster - increase volume up,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,version,Not Confirmed,1.0.14,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,sha256,Not Found,1aab27e5b92869561e06433bef7d51006d223116c3efb006ded5b452fd8da593,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:15,nmigaijibiabddkkmjhlehchpmgbokfj,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,extension_name,Not Found,AI Assistant for Chrome | SidebarGPT,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,version,Not Confirmed,2.4,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,sha256,Not Found,03a7ce71fe195548e1f91f137ffef11f578229b88156aa3bf0cf71ae2843e1c3,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:18,mejjgaogggabifjfjdbnobinfibaamla,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,extension_name,Not Found,"Editor for Docs, Sheets & Slides",Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,version,Not Confirmed,1.1.10,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,sha256,Not Found,1218c424c492f4484d3a9f8bfe131a533eccdfd18c64aa67f2fa490922fe55db,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:43,oepjogknopbbibcjcojmedaepolkghpb,reason,Not yet confirmed,In store but Suspicious,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,extension_name,Not Found,uTab - Unlimited Custom Dashboard,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,version,Not Confirmed,3.6,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,store,Not Confirmed,Chrome,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,sha256,Not Found,22c934e66f6adb5cbfdab06e2bb455d6b8d377866ecf71f41872fbea94d9e393,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,date,N/A,8/29/2026,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:53,npmjjkphdlmbeidbdbfefgedondknlaf,reason,Not yet confirmed,Policy Violation,Medium,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:59,obdhcplpbliifflekgclobogbdliddjd,extension_name,Not Found,Paint Tool by Painty,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:59,obdhcplpbliifflekgclobogbdliddjd,version,Not Confirmed,1.11.1,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:59,obdhcplpbliifflekgclobogbdliddjd,store,Not Confirmed,Chrome,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:59,obdhcplpbliifflekgclobogbdliddjd,sha256,Not Found,5a1f87d12047cd987c26cff589c6dc7448c350b75e0586d5993c3d7f08d6099b,Low,XGBoost + Isolation Forest (sandbox unavailable)
2026-08-29T10:27:59,obdhcplpbliifflekgclobogbdliddjd,date,N/A,8/29/2026,Low,XGBoost + Isolation Forest (sandbox unavailable)
