L1,L2,L3,L4,L5,L6,label
0.9995,0.4765,0.0,0.0,0.0,0.65,1
0.9993,0.9212,0.0,0.0,0.0,0.65,1
0.9997,1.0,0.0,0.0,0.0,0.65,1
0.5641,0.988,0.0,0.0,0.0,0.65,1
0.6424,0.4662,0.9062,0.0,0.0,0.65,1
0.8734,0.5057,0.0,0.0,0.0,0.65,1
0.9665,0.9818,0.0,0.0,0.0,0.8,1
0.6424,0.9994,0.0,0.0,0.0,0.8,1
0.6175,0.4359,0.0,0.0,0.0,0.8,1
0.9997,0.996,0.0,0.0,0.0,0.8,1
0.9707,0.9914,0.9219,0.0,0.0,0.8,1
0.6759,0.9395,0.9062,0.0,0.0,0.8,1
0.8879,0.923,0.0,0.0,0.0,0.8,1
0.6432,0.4917,0.9062,0.0,0.0,0.8,1
0.9939,0.9671,0.0,0.85,0.0,0.8,1
0.011,0.9956,0.9062,0.0,0.0,0.8,1
0.9977,0.9669,0.0,0.0,0.0,0.8,1
0.6432,0.3656,0.0,0.0,0.0,0.8,1
0.9996,0.2553,0.0,0.85,0.0,0.8,1
0.2509,0.9886,0.0,0.0,0.0,0.8,1
0.9995,0.9844,0.0,0.0,0.0,0.8,1
0.8047,0.6857,0.9062,0.0,0.0,0.8,1
0.9997,0.9851,0.0,0.0,0.0,0.8,1
0.6759,0.9442,0.9062,0.0,0.0,0.8,1
0.6424,0.5398,0.0,0.0,0.0,0.8,1
0.9387,0.8557,0.0,0.0,0.0,0.8,1
0.6345,0.1854,0.0,0.0,0.0,0.8,1
0.9628,0.0948,0.0,0.5,0.0,0.8,1
0.3492,0.9633,0.0,0.85,0.0,0.8,1
1.0,0.6549,0.0,0.0,0.0,0.8,1
0.8664,0.9406,0.0,0.0,0.0,0.8,1
0.6432,0.7732,0.9062,0.0,0.0,0.8,1
0.8539,0.6826,0.9062,0.0,0.0,0.8,1
0.9981,0.967,0.0,0.0,0.0,0.8,1
0.9969,0.3463,0.0,0.0,0.0,0.8,1
0.9996,0.9995,0.0,0.0,0.0,0.8,1
0.8332,0.4736,0.0,0.0,0.0,0.8,1
0.9993,0.3493,0.0,0.0,0.0,0.8,1
0.9913,0.7221,0.0,0.0,0.0,0.8,1
0.0222,0.4277,0.0,0.0,0.0,0.8,1
0.9995,0.9997,0.0,0.0,0.0,0.8,1
0.8802,0.7002,0.0,0.0,0.0,0.8,1
0.6432,0.4223,0.9062,0.0,0.0,0.8,1
0.9924,0.9947,0.0,0.0,0.0,0.8,1
0.9995,0.9793,0.0,0.0,0.0,0.8,1
0.8646,0.8445,0.0,0.85,0.0,0.8,1
0.6432,0.9152,0.9062,0.0,0.0,0.8,1
0.6424,0.7171,0.0,0.0,0.0,0.8,1
0.9027,0.5442,0.9062,0.0,0.0,0.8,1
0.6367,0.9412,0.0,0.0,0.0,0.8,1
0.9995,0.9857,0.0,0.0,0.0,0.8,1
0.9707,0.5958,0.0,0.0,0.0,0.8,1
0.9982,0.9995,0.0,0.0,0.0,0.8,1
0.6432,0.4075,0.9062,0.0,0.0,0.8,1
0.9934,0.9979,0.0,0.0,0.0,0.8,1
0.011,0.9988,0.9062,0.0,0.0,0.8,1
0.7319,0.9968,0.0,0.0,0.0,0.8,1
0.9844,0.8791,0.0,0.5,0.0,0.8,1
0.6605,0.9814,0.0,0.0,0.0,0.8,1
0.4961,0.0991,0.0,0.85,0.0,0.8,1
0.9944,0.9978,0.0,0.0,0.0,0.8,1
0.9998,0.9979,0.0,0.0,0.0,0.8,1
0.9978,0.8931,0.0,0.85,0.0,0.8,1
0.011,0.9992,0.9062,0.0,0.0,0.8,1
0.9738,0.9898,0.0,0.0,0.0,0.8,1
0.9303,0.9694,0.0,0.0,0.0,0.8,1
0.9954,0.9938,0.0,0.0,0.0,0.8,1
0.984,0.4359,0.0,0.0,0.0,0.8,1
0.9765,0.4309,0.0,0.0,0.0,0.8,1
0.8633,0.8937,0.9062,0.0,0.0,0.8,1
0.6424,0.5584,0.9062,0.0,0.0,0.8,1
0.6432,0.2039,0.9062,0.0,0.0,0.8,1
0.9966,0.4378,0.0,0.85,0.0,0.8,1
0.6432,0.5958,0.9062,0.0,0.0,0.8,1
0.9933,0.7938,0.0,0.0,0.0,0.8,1
0.9934,0.9984,0.0,0.0,0.0,0.8,1
0.6759,0.9615,0.9062,0.0,0.0,0.8,1
0.6432,0.999,0.0,0.0,0.0,0.8,1
0.2432,0.7768,0.0,0.0,0.0,0.8,1
0.9765,0.4765,0.0,0.0,0.0,0.8,1
0.4,0.9998,0.0,0.0,0.0,0.8,1
0.9332,0.9999,0.9062,0.0,0.0,0.8,1
0.2198,0.9987,0.0,0.0,0.0,0.8,1
0.9642,0.9841,0.0,0.0,0.0,0.8,1
0.6432,0.2329,0.0,0.0,0.0,0.8,1
0.6432,0.833,0.9062,0.0,0.0,0.8,1
0.3287,0.4405,0.9062,0.0,0.0,0.8,1
0.8307,0.1646,0.0,0.5,0.0,0.8,1
0.9986,0.0945,0.0,0.85,0.0,0.8,1
0.9744,0.6534,0.0,1.0,0.0,0.8,1
0.6432,0.7248,0.0,0.0,0.0,0.8,1
0.9993,0.9731,0.0,0.0,0.0,0.8,1
0.9999,0.1431,0.0,0.0,0.0,0.8,1
0.9707,0.8009,0.9062,0.0,0.0,0.8,1
0.9997,0.9763,0.0,0.0,0.0,0.8,1
0.8664,0.9866,0.9062,0.0,0.0,0.8,1
0.9824,0.9261,0.0,0.0,0.0,0.8,1
0.9933,0.7257,0.0,0.0,0.0,0.8,1
0.4349,0.6008,0.9062,0.0,0.0,0.8,1
0.6424,0.9951,0.0,0.0,0.0,0.0,1
0.6424,0.9951,0.0,0.0,0.0,0.0,1
0.6424,0.9951,0.0,0.0,0.0,0.0,1
0.6424,0.9951,0.0,0.0,0.0,0.0,1
0.6424,0.9951,0.0,0.0,0.0,0.0,1
1.0,0.9951,0.0,0.85,0.0,0.0,1
1.0,0.9951,0.0,0.85,0.0,0.0,1
1.0,0.9951,0.0,0.85,0.0,0.0,1
1.0,0.9951,0.0,0.85,0.0,0.0,1
