n_iframes,has_fixed_iframe,max_zindex,full_viewport,drag_prevent,n_forms,n_inputs,n_pw_inputs,n_hidden_inputs,n_ext_scripts,form_ext_action,title_brand,favicon_brand,has_overlay,has_redirect,html_size_kb,label
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,1
2,0,0,0,0,5,25,0,15,14,1,0,0,0,1,72,0
0,0,2,0,0,1,4,1,1,0,0,0,0,0,0,10,1
0,0,0,0,0,1,1,0,0,4,0,1,1,1,1,219,0
1,0,9999,1,0,1,1,0,0,19,0,0,0,1,0,133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,2,30,0,17,8,0,0,0,1,1,305,0
0,0,100,0,0,1,2,1,0,1,0,0,0,0,0,6,1
0,0,1040,0,0,2,22,1,19,0,0,1,0,0,0,14,1
0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,42,0
0,0,0,1,0,1,4,0,2,2,0,0,0,0,0,77,0
0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,249,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,64,0
2,0,0,0,0,1,13,1,10,0,0,0,0,1,0,16,1
0,0,0,1,0,1,5,0,5,0,0,0,0,0,0,8,0
0,0,9999,1,1,1,5,0,0,1,0,0,0,0,0,6,1
0,0,1,0,0,1,1,0,0,5,0,0,1,0,1,67,0
0,0,0,0,0,1,7,0,0,1,0,1,1,1,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,77,1
0,0,9999,0,0,3,9,0,0,0,0,0,0,0,0,36,1
2,0,0,0,0,2,5,0,2,48,0,0,0,1,0,86,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,6,1
0,0,0,1,0,0,0,0,0,36,0,0,0,1,1,436,0
1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0
1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,85,0
0,0,9999,1,0,1,14,0,0,0,0,0,0,1,0,221,1
0,0,100,0,0,1,10,0,1,0,0,0,0,0,0,68,0
0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,6,1
0,0,9999,1,0,1,6,1,2,0,0,0,0,1,0,83,1
2,1,9999,1,1,1,9,0,0,0,0,0,1,1,0,1022,1
0,0,0,0,0,1,3,1,0,2,0,1,0,0,0,14,1
0,0,0,0,0,4,40,1,5,2,0,0,0,1,0,133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,7,40,1,24,9,0,0,0,1,0,102,0
0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,25,0
0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,7,1
0,0,0,0,0,1,4,0,2,11,0,0,0,0,0,7,0
0,0,1000,1,0,4,16,0,4,1,0,0,0,1,0,66,1
1,0,0,0,0,3,6,0,0,5,0,0,0,0,0,116,0
0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,16,1
0,0,9999,1,1,0,0,0,0,44,0,0,0,1,1,456,0
0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,6,1
1,0,1,1,0,3,11,2,1,2,0,0,0,1,0,307,0
0,0,1,0,0,7,17,0,5,2,1,0,0,0,0,57,0
0,0,0,0,0,2,6,1,1,0,1,0,0,0,1,15,1
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,22,0
1,0,9999,1,0,0,0,0,0,0,0,0,0,1,0,2,0
0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,228,0
0,0,0,0,0,1,4,1,0,2,1,0,0,0,0,5,1
0,0,0,0,0,4,18,1,10,3,0,0,0,0,0,215,1
0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,9,0
1,0,9,0,0,6,12,0,1,11,0,0,0,1,1,385,0
0,0,0,0,0,0,4,0,0,11,0,0,0,1,1,307,1
0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,154,0
1,0,2,0,0,1,4,1,1,0,0,0,0,0,0,16,1
0,0,9999,1,1,5,32,0,27,20,0,0,0,0,0,149,0
0,0,0,0,0,2,9,0,3,24,0,0,0,0,0,124,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,58,0
1,1,0,0,0,0,1,0,0,8,0,0,0,1,1,476,0
1,1,1049,0,0,3,3,0,0,10,0,0,0,1,1,68,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1
4,0,0,0,0,0,0,0,0,6,0,0,0,1,0,228,0
0,0,9999,1,1,1,7,1,4,8,0,0,0,1,1,141,1
0,0,0,0,0,2,8,0,0,26,1,0,0,1,0,102,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,114,0
0,0,0,0,0,1,17,1,15,12,0,0,0,0,1,18,1
0,0,0,0,0,2,5,0,2,1,0,0,1,0,0,44,1
0,0,0,0,0,2,2,0,0,6,1,0,0,0,0,24,0
3,0,0,0,0,1,3,0,2,10,1,0,0,1,0,22,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
0,0,0,0,0,1,6,0,5,0,0,0,0,1,1,156,0
1,1,9999,1,1,0,0,0,0,1,0,0,0,0,0,120,0
1,1,1040,0,0,3,10,1,4,1,1,0,0,1,0,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,1,4,2,1,0,0,1,1,0,0,7,1
0,0,15,0,0,4,26,4,13,0,0,0,0,0,1,16,1
0,0,9999,1,0,1,2,1,0,0,0,0,0,1,0,21,1
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,29,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,1
0,0,100,1,0,1,1,0,0,1,0,0,0,1,0,303,0
0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,39,0
0,0,0,0,0,1,12,1,9,2,0,0,0,1,0,74,1
1,0,0,0,0,2,3,0,0,12,0,1,0,0,1,101,0
0,0,5,0,0,1,1,0,0,1,0,0,0,1,1,101,0
1,0,0,0,0,3,12,0,6,4,0,0,1,0,0,110,0
0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0
0,0,0,1,0,2,11,0,4,45,0,0,1,1,0,152,0
1,0,999,0,0,0,3,0,0,0,0,0,0,1,1,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,9999,1,1,1,5,0,0,54,0,0,0,1,1,589,0
4,0,0,0,0,2,7,0,5,18,0,0,0,0,0,98,0
1,0,0,0,0,1,11,0,5,2,0,0,1,0,0,60,0
0,0,0,0,0,2,3,0,0,18,0,0,0,1,0,74,0
0,0,9999,0,1,1,7,1,2,2,0,0,0,0,1,39,1
1,0,0,0,0,1,5,0,4,8,0,0,1,0,0,74,0
0,0,0,0,0,2,4,0,0,11,0,0,0,0,0,79,0
0,0,5,0,0,1,4,1,1,0,0,1,0,1,0,4,1
0,0,1031,1,1,2,3,0,0,27,0,0,0,0,0,421,0
0,0,9999,0,0,1,5,1,0,0,0,0,0,1,0,15,1
0,0,1,0,0,1,9,0,5,6,0,0,0,0,0,14,1
3,0,0,0,0,2,2,0,0,4,1,0,1,1,0,66,0
0,0,2,1,0,1,5,2,1,0,0,0,0,0,0,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,8,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,332,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,30,0,0,1,16,0,6,7,0,0,0,0,1,71,0
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
0,0,1000,0,0,1,1,0,0,6,0,0,0,1,1,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,0,0,0,1,1,3,1,1,0,0,1,0,0,0,1,1
0,0,0,0,0,1,4,1,2,0,0,1,0,0,0,2,1
1,1,9999,0,1,1,22,7,0,1,0,0,0,1,0,370,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,1,1,0,0,10,0,0,0,1,0,198,0
1,1,100,1,0,7,24,0,15,5,0,0,0,1,1,224,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,9999,1,0,1,1,0,0,12,1,0,0,1,1,248,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9999,1,1,0,0,0,0,4,0,0,0,1,1,274,0
0,0,0,0,0,3,17,2,11,0,0,0,0,0,0,10,1
0,0,0,0,0,1,25,0,6,1,0,0,0,0,0,81,0
2,0,0,0,0,3,13,4,0,2,0,0,0,1,0,157,0
0,0,0,0,0,1,7,1,2,0,0,0,0,0,0,8,1
1,0,0,0,0,1,1,0,0,21,0,0,0,0,0,18,1
0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,4,1
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,7,1
0,0,9999,1,0,1,8,3,2,0,0,0,0,1,0,23,1
0,0,9999,1,0,1,4,0,1,17,0,0,0,0,0,723,0
1,1,1090,1,1,1,5,0,1,0,1,0,0,1,1,841,0
0,0,0,1,1,1,2,0,1,4,0,0,0,0,0,82,0
0,0,500,1,1,0,0,0,0,7,0,0,1,1,0,287,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
0,0,0,0,0,1,4,0,2,11,0,0,0,0,1,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,132,1
1,1,0,0,0,0,1,0,0,8,0,0,0,1,1,495,0
0,0,0,0,0,5,17,2,6,13,0,0,0,1,0,101,0
0,0,0,0,1,2,9,1,1,0,0,0,0,0,0,20,1
0,0,0,1,0,1,4,0,2,2,0,0,0,0,0,82,0
1,0,0,0,0,3,3,0,0,0,0,0,1,1,0,43,0
1,0,0,0,0,4,18,0,9,11,1,0,0,1,1,94,0
1,1,3000,1,1,1,1,0,0,3,0,0,0,0,0,162,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
2,1,9999,1,1,2,11,0,1,23,0,0,0,1,0,854,0
2,0,0,0,0,2,2,0,0,9,0,0,0,1,0,77,0
0,0,0,0,0,1,1,0,0,6,0,0,0,0,1,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1,0,0,0,0,7,48,0,40,1,0,0,0,1,1,180,0
1,0,0,0,0,1,2,0,1,14,0,0,0,1,1,193,0
1,0,0,1,1,0,0,0,0,28,0,0,0,0,1,340,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,99,1,0,8,71,5,13,4,0,0,0,1,1,140,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,2,0,0,4,0,0,0,1,1,191,1
1,0,1,0,0,1,11,1,9,0,0,1,0,1,0,31,1
0,0,0,0,0,1,12,3,0,0,0,1,0,0,0,19,1
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,63,0
1,1,9999,1,1,2,11,0,7,62,0,0,0,1,1,1539,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,157,0
0,0,150,0,0,2,5,0,3,23,0,1,0,1,0,64,0
0,0,0,0,0,1,2,0,0,20,0,0,0,0,1,95,0
2,0,6,0,0,3,19,0,12,41,0,0,0,1,0,144,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,33,0
0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,12,1
0,0,0,0,0,3,11,0,6,9,0,0,0,1,0,135,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,9999,1,1,1,2,1,0,1,0,1,1,0,0,142,1
3,0,0,0,0,2,2,0,0,1,0,0,0,1,1,169,0
1,0,0,0,0,1,8,0,8,1,0,0,1,1,1,65,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,2,6,2,2,3,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,36,1
3,1,9999,1,0,1,1,0,0,13,1,0,0,1,1,242,0
0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,77,1
0,0,1,1,0,2,9,0,5,0,0,0,0,1,1,82,1
1,1,9999,1,0,1,1,0,0,10,0,0,0,1,1,484,0
0,0,0,0,0,1,1,0,0,9,0,0,0,0,1,6,1
1,1,999,0,0,2,7,0,0,7,0,0,0,1,1,450,0
0,0,0,0,0,1,7,0,5,1,0,0,0,0,0,35,1
0,0,9999,1,0,0,1,0,0,0,0,0,0,1,0,196,0
0,0,9999,1,0,2,4,0,1,17,0,0,0,1,1,590,0
0,0,0,0,0,1,8,0,4,11,0,0,0,1,0,41,0
0,0,0,0,0,1,4,0,2,15,0,1,0,1,0,78,0
0,0,9999,0,0,6,24,0,4,14,1,0,0,1,0,202,0
0,0,0,0,0,2,6,1,1,0,1,0,0,0,1,15,1
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,1,17,1,15,0,0,1,0,0,0,53,1
0,0,9999,1,0,2,12,0,4,19,0,0,0,1,0,113,0
1,1,9999,0,0,1,4,0,0,2,0,0,0,1,0,48,0
0,0,0,1,0,1,21,1,0,3,0,0,0,0,0,8,1
1,0,9999,0,0,3,26,0,13,32,0,1,1,1,1,137,0
0,0,0,0,0,2,10,0,2,0,0,1,0,1,1,122,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,8,0,5,1,0,0,0,0,0,25,1
0,0,0,0,0,1,5,1,2,3,0,0,0,0,0,9,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,1050,0,0,2,20,0,11,4,0,0,0,1,0,49,0
1,1,1400,1,1,1,1,0,0,1,0,0,0,1,1,191,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,106,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,9999,1,1,0,0,0,0,2,0,0,0,1,0,27,1
0,0,0,0,0,3,5,0,2,13,0,0,0,1,1,183,0
0,0,0,0,0,1,32,0,13,0,0,0,0,0,0,59,0
0,0,0,0,0,3,9,1,0,8,0,0,0,0,0,51,1
0,0,1,1,0,6,22,6,0,0,0,0,0,1,0,9,1
0,0,0,0,0,3,3,0,0,4,1,0,0,1,1,472,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,9999,1,1,1,9,1,6,1,0,0,0,1,0,36,1
2,0,0,0,0,2,7,0,3,29,0,0,0,1,0,121,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,76,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,7,1
1,0,0,0,0,2,3,0,1,3,0,0,0,0,1,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,9999,0,0,2,10,1,3,0,1,0,0,1,1,385,1
0,0,9999,1,0,0,1,0,0,0,0,0,0,1,0,269,0
0,0,0,0,0,32,141,0,109,0,0,0,0,0,0,108,0
1,0,0,0,0,1,7,0,3,10,0,0,0,0,0,42,0
0,0,24,0,0,1,6,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,1,5,0,4,2,0,0,0,1,1,87,0
1,1,0,0,0,0,1,0,0,8,0,0,0,1,1,451,0
2,1,0,0,0,1,2,0,0,9,0,0,1,0,0,211,0
0,0,900,1,0,1,2,0,0,3,0,0,0,1,0,64,1
1,0,2,0,0,1,167,0,10,0,0,0,0,0,0,293,0
1,1,9999,1,0,1,1,0,0,6,0,0,0,1,1,347,0
0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,30,0
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,22,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1
0,0,9999,1,0,4,17,0,8,1,0,0,0,0,1,204,0
0,0,0,0,0,2,9,0,2,4,0,0,0,0,0,33,1
0,0,0,1,0,2,15,0,12,3,0,0,0,0,1,69,0
0,0,0,0,0,1,13,1,7,11,0,0,0,1,1,13,1
0,0,0,0,0,2,14,0,7,3,0,0,0,1,1,152,0
1,0,1,0,0,1,2,0,1,6,0,0,0,1,0,82,0
0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,192,0
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,86,1
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,573,0
0,0,0,1,0,1,21,1,0,3,0,0,0,0,0,8,1
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,25,1
0,0,0,0,0,10,28,0,20,0,0,0,0,0,0,41,1
0,0,99,0,0,4,6,0,4,2,1,0,0,1,1,73,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34,0
3,1,9999,0,0,0,0,0,0,9,0,0,0,1,0,57,0
0,0,0,0,0,1,10,0,8,1,0,0,0,0,0,124,0
0,0,0,0,0,1,2,0,1,2,0,0,1,1,0,29,0
0,0,0,0,0,1,11,1,5,6,0,0,0,1,0,8,1
1,0,0,0,0,1,10,0,0,1,0,0,0,0,0,42,0
0,0,20,0,0,1,2,0,0,15,0,0,0,0,0,102,0
0,0,0,1,0,1,4,0,2,2,0,0,0,0,0,102,0
0,0,9999,1,1,1,6,1,0,0,0,0,1,0,0,317,0
0,0,1000,1,1,1,4,2,1,0,0,0,0,1,1,944,1
1,1,9999,1,0,2,19,1,15,0,0,1,0,0,0,244,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1
1,0,0,1,0,2,3,0,0,9,0,0,0,0,0,111,0
0,0,9999,0,0,1,8,1,3,0,0,0,0,0,0,14,1
0,0,0,0,0,1,4,1,1,0,0,1,0,0,0,3,1
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,28,1
0,0,9999,1,0,7,10,2,0,1,0,0,0,1,0,158,0
1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,53,0
0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,12,0
2,1,1031,1,0,0,0,0,0,7,0,0,1,0,0,24,0
0,0,0,1,0,1,9,1,2,2,0,0,0,1,0,29,0
0,0,0,0,0,2,6,1,1,0,1,0,0,0,1,15,1
0,0,0,0,0,2,6,2,1,0,0,0,0,1,0,82,1
0,0,9999,1,1,1,1,0,1,3,0,0,0,1,1,79,0
0,0,0,0,0,1,4,1,2,0,0,1,0,0,0,5,1
1,1,9999,0,0,6,94,0,66,6,0,0,0,1,1,97,0
1,0,0,0,0,4,12,1,2,7,0,0,0,1,0,108,0
0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,37,0
0,0,0,1,0,1,21,1,0,3,0,0,0,0,0,8,1
2,0,1,0,0,1,25,0,7,11,0,0,1,1,1,69,0
0,0,1,1,0,1,14,0,10,1,0,0,0,0,0,40,1
0,0,0,0,0,1,4,0,2,1,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,9999,1,0,1,3,1,0,1,0,0,0,0,0,2,1
0,0,2,1,0,1,3,1,0,6,1,0,0,0,1,25,1
0,0,0,0,0,2,12,0,0,4,0,0,0,0,0,34,0
0,0,0,0,0,1,1,0,0,4,0,0,1,0,1,95,0
0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,248,0
0,0,9,0,0,1,4,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1040,0,0,3,8,1,3,5,1,0,0,1,0,66,0
0,0,0,0,0,2,9,1,3,0,0,0,0,0,0,65,1
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
0,0,0,0,0,2,7,0,4,10,0,0,0,0,0,288,0
0,0,0,0,0,5,14,0,8,15,0,0,0,1,0,196,0
0,0,0,0,0,2,6,1,1,4,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,1,11,1,9,2,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
0,0,0,0,0,1,3,0,1,105,0,0,0,1,0,74,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
0,0,1,1,0,2,10,2,6,0,0,0,0,1,0,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,9999,1,1,6,19,2,11,0,1,0,0,1,0,312,1
0,0,0,0,0,1,24,2,2,2,0,1,1,0,0,38,1
2,1,9999,1,1,2,11,0,1,26,0,0,0,1,0,883,0
1,1,9999,1,1,1,2,0,0,48,0,0,0,1,1,552,0
0,0,50,1,0,7,25,2,15,6,0,0,0,1,1,511,0
0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,45,1
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1
0,0,500,1,0,3,7,0,0,14,0,0,0,1,0,62,0
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,1
0,0,0,0,0,1,48,0,44,7,0,0,0,0,0,33,0
2,1,9999,1,0,2,12,0,7,13,1,0,0,1,1,281,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37,0
0,0,7,0,0,1,4,0,0,0,0,1,0,0,0,2,1
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,126,0
0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,5,1
1,0,0,0,0,2,12,0,2,11,0,0,0,1,0,75,0
0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,12,0
0,0,0,1,0,7,20,1,6,21,1,0,0,1,0,186,0
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
1,0,0,0,0,4,5,0,0,2,1,0,0,0,1,128,0
0,0,99,1,0,1,2,0,0,0,0,1,0,0,0,6,1
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,461,0
0,0,0,0,0,2,11,0,10,0,0,0,0,0,0,71,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0
0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,60,0
0,0,0,0,1,1,3,1,1,0,0,1,0,0,0,2,1
0,0,9999,0,0,1,3,1,0,2,0,1,0,0,0,14,1
0,0,0,0,0,2,8,0,4,0,0,0,0,0,0,46,1
1,0,2,0,0,4,57,0,30,18,0,0,0,0,0,193,0
0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,62,0
0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
3,0,0,0,0,3,23,0,17,5,0,0,0,1,1,114,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,50,0
0,0,9999,1,1,1,1,0,0,4,1,0,0,1,1,167,0
0,0,2,0,0,1,3,1,1,2,0,0,0,0,0,2,1
0,0,0,0,0,2,8,0,4,4,1,0,0,0,0,28,0
2,0,35,1,0,2,8,0,2,1,1,0,0,1,1,333,0
0,0,11,0,0,1,3,1,0,0,0,0,0,0,0,2,1
0,0,100,0,0,1,10,0,1,0,0,0,0,0,0,84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,150,1,0,2,19,1,14,0,1,0,0,0,0,423,1
1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,99,0
0,0,10,1,0,1,5,0,1,4,0,0,0,1,1,205,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,7,0,5,8,0,0,1,0,0,50,0
0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,41,0
0,0,0,1,0,3,14,0,7,10,0,0,0,1,0,57,0
0,0,0,0,0,1,2,1,0,3,0,1,0,0,0,3,1
1,0,0,0,0,2,9,0,7,3,0,0,0,0,1,80,0
1,1,0,0,0,0,1,0,0,8,0,0,0,1,1,397,0
0,0,0,0,0,1,5,0,1,1,0,0,0,0,1,64,0
0,0,30,0,0,1,16,0,6,7,0,0,0,0,1,96,0
1,1,9999,1,0,2,0,0,0,39,0,0,0,1,0,115,0
0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,9999,0,0,5,9,1,2,21,0,0,0,1,0,123,0
2,0,0,0,0,6,30,0,18,28,0,0,0,0,0,149,0
1,1,9999,1,0,2,6,0,0,4,0,0,1,0,1,166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,2,14,0,8,1,1,0,0,0,0,158,0
0,0,10,1,0,4,60,3,15,2,0,0,0,1,1,65,0
0,0,0,0,0,3,13,0,10,1,0,0,0,1,1,85,0
0,0,600,1,0,1,2,0,0,1,0,0,1,0,1,451,0
3,1,9999,1,1,2,43,0,10,0,1,0,0,1,0,1797,1
2,0,0,1,0,2,12,2,1,1,0,0,0,1,0,348,0
1,0,0,0,0,1,9,3,0,2,0,0,0,1,1,35,0
0,0,9999,1,0,1,2,0,0,1,0,0,0,1,1,397,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,8,1
0,0,0,0,0,1,9,1,2,0,0,0,0,1,1,70,1
0,0,0,0,0,1,14,0,13,1,0,0,0,1,0,95,0
0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,25,0
0,0,0,0,0,1,4,0,3,3,0,0,0,0,0,37,0
0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,170,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,991,1,1,0,0,0,0,1,0,0,0,0,0,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,900,1,0,1,2,0,0,3,0,0,0,1,0,110,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,9999,0,0,1,2,0,0,0,0,0,0,1,0,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
