n_iframes,has_fixed_iframe,max_zindex,full_viewport,drag_prevent,n_forms,n_inputs,n_pw_inputs,n_hidden_inputs,n_ext_scripts,form_ext_action,title_brand,favicon_brand,has_overlay,has_redirect,html_size_kb,label
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,24,1
0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,7,0
1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,46,0
0,0,0,0,0,1,5,1,0,0,0,0,1,1,0,21,1
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,3,9,0,4,2,0,0,0,0,1,65,0
0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,9,0,0,1,4,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,8,0
0,0,0,0,0,1,7,0,0,1,0,1,1,1,0,14,1
1,0,0,0,0,2,1,0,0,13,0,0,0,0,0,57,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,7,1
1,0,0,0,0,2,6,0,2,11,1,0,1,1,1,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,300,1,0,4,23,0,11,6,1,0,0,0,0,133,0
0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,4,1
1,0,0,0,1,1,5,1,0,0,0,0,0,0,0,11,1
0,0,0,0,0,2,4,0,2,17,0,0,0,1,1,91,0
2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,43,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,130,0
0,0,0,1,0,1,21,1,0,3,0,0,0,0,0,8,1
0,0,0,1,0,1,3,0,0,13,0,0,0,1,1,158,0
0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,6,0
1,0,0,0,0,1,4,0,0,22,0,0,0,1,0,34,1
0,0,0,0,0,2,14,0,7,3,0,0,0,1,1,177,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,0,0,1,0,0,0,0,1,183,0
0,0,0,0,0,1,1,0,1,2,0,1,0,0,1,110,0
2,0,0,0,1,1,17,0,5,2,0,0,1,1,1,115,0
0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,201,0
0,0,100,0,0,1,9,0,1,0,0,0,0,0,0,67,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,504,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,259,0
1,1,9999,1,0,1,4,0,1,7,0,0,0,0,0,138,0
0,0,99,1,0,1,0,0,0,0,0,0,0,0,0,341,0
0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,2,1
1,1,99,1,0,2,21,2,5,3,0,0,0,1,1,83,0
0,0,13,0,0,1,3,0,0,0,0,0,0,0,0,4,1
0,0,9999,1,1,1,4,0,0,1,0,0,0,0,0,5,1
0,0,100,0,0,1,2,0,0,75,0,0,0,1,0,129,0
2,0,0,0,0,3,7,0,1,2,0,1,0,1,1,47,0
2,0,0,0,0,0,0,0,0,7,0,0,0,1,1,697,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,20,0
1,0,0,0,0,6,14,0,8,15,0,0,0,1,0,62,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,215,0
0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,33,1
0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,50,1
0,0,0,0,0,2,5,0,2,0,0,0,0,1,0,14,0
0,0,0,0,0,1,5,0,4,0,1,0,0,0,0,5,0
0,0,9,0,0,1,7,0,0,1,0,0,0,1,0,26,0
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
1,1,9999,1,0,3,24,0,21,49,1,0,1,1,1,353,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
0,0,0,0,0,1,3,1,0,2,0,1,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,21,1,2,0,0,0,0,0,0,37,1
0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,31,1
0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,46,0
0,0,0,0,0,2,7,1,1,0,0,0,0,0,0,11,1
0,0,9999,0,0,1,4,0,1,8,0,0,0,0,0,136,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0
0,0,0,1,0,1,21,1,0,3,0,0,0,0,0,8,1
1,0,0,0,0,1,2,0,0,2,0,0,0,0,1,125,0
0,0,999,0,0,0,0,0,0,2,0,0,0,1,0,13,0
1,1,0,0,0,0,1,0,0,9,0,0,0,1,1,477,0
2,0,0,0,0,1,1,0,0,2,0,1,1,1,0,44,0
1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,83,0
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,77,0
0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,8,1
0,0,0,0,0,1,4,0,1,1,1,0,0,1,0,459,0
0,0,20,0,0,2,2,0,1,23,0,0,0,0,0,125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,1,5,0,3,0,0,0,0,0,1,10,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,8,1
0,0,0,0,0,1,12,1,10,0,0,1,0,0,0,15,1
2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,40,0
1,1,9999,1,1,0,0,0,0,1,0,0,0,0,0,121,0
0,0,0,0,0,7,47,0,40,11,1,0,0,1,0,143,1
0,0,0,0,0,2,6,1,2,0,0,1,1,0,0,9,1
0,0,9999,0,0,2,6,2,0,0,0,0,0,1,0,115,1
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,37,0
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,32,1
4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,42,0
1,1,9999,1,0,3,7,0,0,100,0,0,0,1,0,401,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43,0
0,0,2,1,0,1,7,1,3,75,0,0,0,1,0,104,1
5,0,0,0,0,3,8,0,2,2,0,0,0,1,1,52,0
0,0,0,0,0,1,2,0,0,13,0,0,0,0,0,19,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,280,0
0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,131,0
0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,10,0
0,0,7,0,0,1,4,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,4,4,0,0,2,0,0,0,1,0,43,0
0,0,0,0,0,4,23,0,14,5,0,0,0,0,0,10,1
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
1,1,9999,1,1,0,1,0,1,2,0,0,0,1,0,1065,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,2,13,2,8,0,1,1,0,1,0,64,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,1,5,1,2,0,0,0,0,0,0,9,1
0,0,999,1,0,2,14,0,5,2,0,0,0,0,1,866,0
0,0,0,0,0,1,1,0,0,4,0,0,1,0,1,209,0
0,0,10,0,1,3,15,0,9,10,0,0,0,1,1,458,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,7,1
1,0,0,0,0,1,3,0,2,0,0,0,0,0,0,22,0
2,0,0,0,0,3,12,0,5,24,0,0,0,1,0,216,0
0,0,4001,1,0,1,1,0,0,7,0,0,0,1,0,425,0
0,0,0,0,0,1,5,2,2,0,0,0,0,0,0,5,1
1,1,9999,0,0,1,1,0,0,3,0,0,0,0,1,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
2,0,0,1,0,3,6,0,3,3,0,0,0,1,0,211,0
0,0,900,1,0,1,2,0,0,3,0,0,0,1,1,64,1
0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,67,0
0,0,9999,0,0,2,9,1,5,1,0,0,0,1,0,121,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
0,0,0,0,0,1,1,0,1,4,0,0,0,1,0,13,0
0,0,0,0,0,1,3,0,2,0,0,1,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,3,7,0,1,1,0,0,1,0,1,132,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
0,0,100,0,0,1,10,0,1,0,0,0,0,0,0,64,0
0,0,1070,1,1,5,52,0,12,9,0,0,0,1,1,382,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
3,0,0,0,0,1,3,0,0,10,0,0,0,0,1,141,0
1,1,9999,1,0,2,2,0,0,45,0,0,0,1,1,172,0
0,0,0,0,0,1,6,1,4,1,0,1,0,0,1,407,1
1,0,0,0,0,2,26,1,21,0,0,1,0,1,0,21,1
0,0,99,1,0,2,11,1,8,0,1,1,0,1,0,12,1
1,0,0,0,0,3,6,0,0,5,0,0,0,0,0,112,0
0,0,0,0,1,1,12,0,6,0,0,0,0,0,1,10,1
2,0,0,0,0,1,6,0,4,0,0,0,0,1,1,167,0
1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,215,0
0,0,9999,1,0,1,4,1,1,0,0,0,0,1,0,9,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
1,1,9999,1,0,1,4,0,1,0,0,0,0,1,0,7,1
2,0,0,0,0,6,272,1,12,2,0,0,0,1,0,136,0
1,0,0,0,0,1,11,0,10,85,0,0,0,1,0,91,0
0,0,0,0,0,2,6,1,1,0,1,0,0,0,1,15,1
0,0,0,0,0,4,18,1,10,3,0,0,0,0,0,215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,101,0,0,2,1,0,0,9,0,0,1,1,0,72,0
0,0,0,0,0,1,11,1,9,0,0,0,0,0,0,12,1
0,0,0,0,0,1,17,1,15,0,0,1,0,0,0,16,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,0
0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,12,1
0,0,0,0,0,1,12,1,10,0,0,1,0,0,0,15,1
0,0,0,0,0,4,10,0,4,1,0,0,0,0,0,61,0
0,0,0,0,0,1,6,0,0,2,0,0,0,1,1,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,1,3,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,2,34,2,27,1,0,0,1,0,1,53,1
0,0,9999,0,0,1,9,0,7,68,1,0,0,1,1,207,0
1,0,0,0,0,4,6,0,0,18,0,0,0,0,1,122,0
0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,0,17,0,0,0,1,0,101,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1,0,9999,0,0,4,12,4,4,9,0,0,0,1,1,57,0
0,0,9999,0,0,1,3,1,1,2,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1
0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,12,0
0,0,100,0,0,1,2,1,0,1,0,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0
0,0,9999,0,0,3,11,0,8,5,0,0,0,0,0,173,0
0,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,532,0
1,1,9999,1,1,0,0,0,0,3,0,0,0,1,0,397,0
0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,39,0
0,0,0,0,0,1,18,1,14,1,0,1,0,0,0,83,0
1,1,9999,1,1,2,1,0,0,21,0,0,0,0,0,222,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,8,1
0,0,0,1,0,1,4,0,2,2,0,0,0,0,0,301,0
0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,82,0
8,1,9998,1,1,2,7,1,3,9,0,0,0,1,0,61,1
1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,430,0
1,1,21,0,0,3,11,0,4,20,0,0,0,0,1,146,0
0,0,9999,1,1,1,2,0,0,12,0,0,0,1,1,373,1
0,0,0,0,0,2,5,0,2,1,0,0,1,0,0,44,1
2,0,0,0,0,8,26,5,4,37,0,0,0,1,1,71,0
1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,2,1
1,1,3000,1,1,1,1,0,0,3,0,0,0,0,0,166,0
0,0,0,0,0,2,5,0,1,6,0,0,0,0,0,71,0
0,0,100,0,0,1,10,0,1,0,0,0,0,0,0,100,0
0,0,0,0,0,1,17,1,15,0,0,1,0,0,0,11,1
0,0,0,0,0,3,25,1,20,4,1,1,1,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,7,0,2,0,0,1,0,0,1,39,1
0,0,0,0,0,1,9,1,3,0,0,0,0,0,0,12,1
21,0,200,0,0,1,36,0,23,10,0,0,0,1,0,206,0
0,0,9999,1,1,3,6,0,0,72,0,0,0,1,0,1336,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,1,7,0,3,0,1,0,0,1,0,33,0
0,0,1000,1,0,4,16,0,4,1,0,0,0,1,0,66,1
1,0,100,0,0,2,3,0,0,15,0,0,0,0,0,163,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9999,1,0,0,1,0,0,0,0,0,0,1,0,155,0
0,0,30,0,0,1,16,0,6,7,0,0,0,0,1,107,0
1,0,1001,0,0,2,4,0,0,20,0,0,0,1,1,152,0
1,0,0,0,0,7,21,0,8,3,0,0,0,1,1,165,0
0,0,9999,1,0,0,0,0,0,5,0,0,0,1,1,119,0
1,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,72,0
0,0,16,0,0,1,4,0,0,2,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,58,0
0,0,0,0,0,4,14,2,1,9,0,0,0,1,0,157,0
0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0
3,0,0,0,0,2,10,0,0,1,0,0,0,0,0,35,0
2,0,100,1,0,9,27,0,12,1,0,0,0,1,1,377,0
0,0,1070,1,1,0,0,0,0,0,0,0,0,1,1,178,0
0,0,9999,1,0,4,17,0,8,1,0,0,0,0,1,200,0
0,0,0,0,0,1,2,0,1,5,0,0,0,0,0,31,1
2,0,0,0,0,4,29,0,20,4,0,0,0,0,1,89,0
0,0,800,1,1,1,15,1,12,0,0,1,0,0,1,89,0
0,0,9999,1,1,1,1,0,0,4,0,0,0,0,1,98,0
0,0,0,0,0,2,7,0,2,10,0,0,0,0,1,51,0
7,1,9999,0,0,2,26,5,15,22,0,0,0,1,1,207,1
0,0,1000,0,0,3,30,0,17,9,1,0,0,0,0,337,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1
0,0,0,1,0,6,9,0,0,0,0,0,0,1,1,377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,3,2,0,0,16,0,0,0,0,0,143,0
0,0,9999,1,0,7,50,0,19,19,0,0,0,1,1,414,0
0,0,9999,1,1,1,3,0,2,0,0,0,1,1,0,100,1
0,0,99,1,0,2,11,1,8,0,1,1,0,1,0,12,1
0,0,9999,0,0,1,22,0,21,0,0,0,0,1,1,164,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,808,0
1,1,9999,1,0,5,40,0,16,35,0,0,0,1,1,171,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,2,11,0,4,8,0,0,0,0,1,58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1
0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
1,1,5,1,0,1,3,0,2,2,0,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,24,1
1,1,9999,1,1,1,5,1,3,0,0,0,0,1,0,1143,1
0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,76,0
2,1,0,0,0,1,32,1,29,0,1,0,0,0,0,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,27,0
0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,5,1,2,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
0,0,9999,1,0,1,13,1,9,0,0,0,0,1,0,85,1
0,0,0,0,0,3,7,1,0,0,1,0,0,0,0,123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,1,28,1,25,8,0,0,0,1,0,125,1
0,0,1050,0,0,1,3,0,0,0,0,0,0,1,0,12,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,191,0
0,0,0,0,0,3,13,3,2,0,0,0,0,1,1,34,0
0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,74,0
0,0,1,1,0,6,22,6,0,0,0,0,0,1,0,9,1
1,1,9999,1,0,0,0,0,0,1,0,0,0,1,0,160,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,142,0
1,0,2001,1,0,3,3,0,1,2,0,1,1,1,1,479,0
2,1,9999,1,0,5,25,1,8,35,0,0,0,1,1,535,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1,1,2000,1,0,0,23,0,22,2,0,0,0,1,1,122,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,57,0
7,1,9999,1,0,2,8,1,0,1,0,1,1,1,1,36,1
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,22,1
0,0,9999,1,1,5,36,0,34,0,0,1,0,1,0,745,0
0,0,56,0,0,4,23,0,10,7,0,0,0,1,1,198,0
0,0,0,0,0,1,5,0,3,8,0,0,0,0,0,104,0
0,0,0,0,0,2,9,0,4,11,1,1,0,0,0,57,0
0,0,0,1,1,1,2,0,1,4,0,0,0,0,0,82,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,1,0,4,0,0,0,0,1,16,1
1,0,0,1,0,3,21,2,8,1,1,0,0,1,0,323,0
0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,138,0
0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,4,1
0,0,0,0,0,3,17,0,4,23,1,0,0,0,0,128,0
0,0,0,0,0,1,4,0,2,3,1,0,0,0,0,15,0
0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9999,1,0,1,1,0,0,5,0,0,0,1,1,573,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,114,0
1,1,1000,1,1,3,1,0,0,2,0,0,0,1,1,121,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,13,0,0,1,4,0,0,1,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,0,0,0,0,0,11,0,0,1,1,0,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0
0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,2,1
2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,54,1
0,0,0,0,0,2,26,1,23,0,1,0,0,0,1,54,1
1,1,1191,0,0,0,0,0,0,8,0,0,0,0,0,332,0
0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,136,0
1,0,999,0,0,2,13,2,0,7,0,0,0,1,0,110,0
0,0,0,0,0,1,5,1,2,0,0,0,0,1,0,19,0
0,0,11,0,0,2,38,1,36,0,0,0,0,1,1,67,1
1,0,0,0,0,3,3,0,0,2,0,0,0,1,0,190,0
1,0,0,0,0,0,0,0,0,57,0,1,0,1,1,383,0
1,0,0,0,0,1,4,0,4,6,0,0,0,1,1,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,4,1,1,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,0
0,0,0,0,0,1,1,0,0,21,0,0,0,1,0,310,0
0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,30,0
1,1,18,1,0,1,8,0,5,3,0,0,0,1,0,35,1
0,0,0,0,0,1,5,1,1,7,0,0,0,0,1,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,8,0,4,0,0,0,0,1,0,35,1
0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,37,1
0,0,0,0,0,1,2,1,0,3,0,0,0,1,0,2,1
0,0,0,1,0,0,0,0,0,8,0,1,0,0,1,248,0
0,0,0,1,1,1,2,0,1,4,0,0,0,0,0,82,0
0,0,0,1,0,1,1,0,0,15,0,0,0,1,0,66,0
0,0,0,0,0,1,12,1,10,0,0,1,0,0,0,15,1
0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,21,1
1,0,0,0,0,6,17,1,8,0,1,0,0,1,1,40,1
0,0,0,0,0,0,62,0,62,0,0,0,0,0,1,61,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,0
1,0,1000,0,0,0,0,0,0,9,0,0,0,0,1,167,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2,1,9999,1,0,2,8,1,3,0,1,0,0,1,0,17,1
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,24,0
6,1,0,0,0,6,43,3,22,0,1,1,1,1,1,261,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,2,22,0,3,88,0,0,0,1,0,716,0
0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,7,1
0,0,8000,1,1,1,10,0,7,12,0,0,0,1,0,555,0
0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,37,0
2,1,9999,1,0,2,2,0,0,25,0,0,0,1,1,117,0
1,1,3000,1,1,1,1,0,0,3,0,0,0,0,0,165,0
0,0,9999,1,0,1,1,0,0,5,0,0,0,1,1,323,0
1,0,0,0,0,2,2,0,0,9,0,0,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,65,0
0,0,9999,1,1,0,0,0,0,1,0,0,0,1,1,601,0
1,0,12,0,0,0,4,1,2,1,0,0,0,0,0,9,1
0,0,3200,0,0,14,49,1,31,2,0,0,0,1,1,87,0
0,0,0,0,0,2,8,0,6,4,0,0,0,1,0,116,0
0,0,0,0,0,1,31,0,6,1,0,0,0,0,0,57,0
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1
2,0,0,0,0,6,11,0,1,24,0,0,0,0,1,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,135,0
0,0,9000,1,1,1,10,2,0,1,0,0,0,0,0,96,1
2,0,0,0,0,1,4,0,2,2,1,0,0,0,0,5,0
4,0,1,1,0,8,46,0,34,25,1,0,0,1,1,169,0
0,0,0,0,0,1,4,0,1,8,0,0,1,0,0,19,0
0,0,1070,1,0,0,0,0,0,0,0,0,1,0,0,7,0
1,0,0,0,0,1,3,0,1,2,0,0,0,0,1,23,0
0,0,0,0,0,1,6,1,3,0,0,0,0,0,0,8,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,19,1,16,0,0,0,0,1,0,10,1
0,0,0,0,0,2,44,0,5,5,0,0,0,1,0,77,0
0,0,0,0,0,1,17,3,3,0,0,0,0,0,0,37,1
0,0,0,0,0,1,7,0,4,2,0,0,0,0,1,28,0
2,0,0,0,0,1,12,0,10,9,1,0,0,1,1,107,0
0,0,99,1,0,2,11,1,8,0,1,1,0,1,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,101,0,0,1,22,0,22,1,0,0,0,0,1,67,0
1,0,1000,1,0,3,16,0,11,15,1,0,0,0,0,149,0
0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,6,1
1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,68,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,0
0,0,90,1,0,4,27,0,19,233,0,0,0,1,1,562,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,2,5,0,2,1,0,0,0,1,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,1,0,1,1,0,0,28,0,0,0,0,1,124,0
1,0,0,0,0,3,14,0,10,2,0,0,0,0,0,95,0
0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,165,0
0,0,0,0,0,2,4,2,0,3,0,1,0,1,0,12,1
1,1,999,1,1,13,42,1,30,3,0,0,0,1,1,390,0
1,0,0,0,0,1,5,0,0,21,0,0,1,1,1,123,0
0,0,9000,0,0,1,1,0,0,40,0,0,1,1,0,96,0
0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,52,1
0,0,0,0,0,1,4,0,2,0,0,0,1,0,0,47,0
0,0,0,0,0,1,8,0,5,1,0,0,0,1,0,29,1
0,0,9999,1,0,0,1,0,0,0,0,0,0,1,0,190,0
