label,request_count,iat_mean_ms,iat_cv,iat_bowley_skewness,iat_mad_ms
0,6,46.1748,1.878742,0.537003,58.5132
0,39,3092.8772,4.267871,0.894979,8903.4
0,71,9.7432,5.64686,0.957214,37.1099
0,9,433.9029,2.621221,0.732763,767.1461
0,17,324.4071,3.808118,0.869105,833.264
0,36,2139.2638,1.832841,0.56998,2644.6672
0,13,11.0077,1.746707,0.561725,12.9688
0,7,100000.4207,2.235737,0.906419,2.478
0,35,3400.2791,1.389126,0.321354,3185.9432
0,6,20.5916,1.534502,0.425862,21.3128
0,8,436.6686,2.348118,0.683267,691.5982
0,7,10500,2.219048,0.637932,15715.85
0,65,7.5314,3.999238,0.934283,20.3158
0,20,54.2088,1.429401,0.631945,52.2644
0,6,23.3962,1.60142,0.455776,25.2716
0,12,41.4652,1.339873,0.522425,37.4739
0,6,1990.5302,1.331015,0.336595,1787.0373
0,30,3992.9412,1.223145,0.201418,3294.2212
0,28,2252.4809,1.873835,0.549517,2846.9145
0,21,13.174,1.510336,0.592583,13.4206
0,17,11.8122,1.63231,0.540418,13.0051
0,16,11.8541,1.434985,0.42101,11.4735
0,34,2679.5141,1.624397,0.465442,2935.8254
0,9,7901.7665,2.619667,0.732144,13962.15
0,12,1113.1582,1.669811,0.572801,1253.7364
0,61,1962.9614,5.400004,0.933346,7149.7
0,16,353.336,3.717693,0.861469,886.0196
0,17,383.815,3.623318,0.862794,938.0161
0,57,12.5781,5.054889,0.943131,42.8855
0,39,41.699,4.299696,0.895885,120.9331
0,54,2200.88,1.856421,0.559824,2755.8453
0,21,4.8277,1.885078,0.59454,6.1383
0,42,1600.4301,5.866413,0.946696,6332.7349
0,13,2180.7533,1.754927,0.563586,2581.3538
0,6,6.3586,2.156328,0.588275,9.2482
0,33,3646.7932,1.308122,0.270657,3217.6684
0,74,5.1451,2.927522,0.861349,10.1596
0,7,9.7117,1.511477,0.325224,9.901
0,72,1638.2879,2.241353,0.673263,2476.7515
0,16,2196.7308,1.858218,0.569277,2753.3118
0,6,15.889,1.370289,0.235772,14.6856
0,154,410.2873,4.740075,0.917943,1311.7626
0,39,24.6271,1.801578,0.60482,29.9259
0,9,63749.9603,1.063725,0.100042,24998.9645
0,8,2103.1401,2.645676,0.713859,3753.0714
0,6,11.9952,1.715414,0.495172,13.879
0,28,3797.8183,1.280604,0.240603,3280.4311
0,25,1715.1947,2.203636,0.656962,2549.3839
0,35,3472.5714,4.037809,0.882123,9457.5569
0,12,5.7478,1.172336,0.242128,4.545
0,14,438.2361,3.28462,0.832254,970.9017
0,6,88001.1146,0.69828,0.800011,50002.458
0,29,794.6594,3.275002,0.841068,1755.3935
0,16,23.514,1.02407,0.137438,16.2419
0,29,392.4323,4.785067,0.921116,1266.5861
0,6,991.9976,2.062735,0.573305,1380.1806
0,32,1153.4979,2.606653,0.769301,2028.0651
0,15,5.9499,1.571143,0.491787,6.3053
0,36,202.6291,4.012376,0.911301,548.3847
0,7,11.1022,1.503806,0.32291,11.2611
0,29,4.059,2.146031,0.673494,5.8753
0,6,9.7752,1.516593,0.416403,9.9995
0,35,3528.4941,1.354335,0.294302,3223.2766
0,6,1039.1062,2.111435,0.581104,1479.8564
0,15,9.7814,1.551704,0.466316,10.2374
0,6,72.1804,1.423443,0.34431,69.3013
0,54,3.189,4.099955,0.915225,8.819
0,19,20.1105,2.940837,0.841842,39.8911
0,83,15.7007,6.747716,0.967076,71.4589
0,25,6.0505,1.726987,0.608208,7.0479
0,28,2232.3577,1.884516,0.553531,2837.5631
0,31,16.1638,2.688377,0.861223,29.3099
0,27,2339.664,1.832088,0.533451,2891.2247
0,38,1828.5182,2.043434,0.634298,2520.2398
0,8,28.7103,1.806176,0.596363,34.9768
0,10,13100,1.984733,0.555932,17537
0,8,4.7284,2.429444,0.692305,7.7483
0,24,6.0351,1.750471,0.598888,7.1256
0,202,39.5867,8.952908,0.984176,239.0535
0,6,14.0702,1.378461,0.270922,13.0821
0,6,865.7638,2.17607,0.591213,1270.7326
0,42,2828.8785,1.579158,0.434869,3013.1584
0,88,1144.7429,2.780954,0.771052,2147.2558
0,6,898.7332,2.1852,0.592568,1324.6583
0,29,4126.8402,1.184663,0.174082,3297.5721
0,8,3369.7404,2.639573,0.713218,5999.4596
0,37,3109.3806,1.492484,0.384285,3130.1535
0,12,2067.52,1.731217,0.586505,2414.2556
0,6,10.1126,1.416582,0.336771,9.6624
0,6,16.8988,1.449609,0.369889,16.523
0,8,34.4307,2.08805,0.641866,48.4919
0,16,4.3206,1.451255,0.431969,4.2293
0,43,3.7997,3.993345,0.912391,10.2345
0,37,3319.4345,1.394212,0.336122,3121.5827
0,30,3967.1793,1.256212,0.222128,3361.4508
0,6,31.0848,1.397726,0.309776,29.3057
0,10,770.7756,2.689341,0.75497,1398.1564
0,8,4.332,2.04852,0.634822,5.9856
0,14,372.3437,2.297966,0.71583,577.1245
0,43,2.3486,2.921439,0.801942,4.6279
0,26,12.2294,2.023709,0.737803,16.6931
0,22,3145.1354,3.249564,0.860143,6893.6041
0,9,1054.5709,2.662884,0.736367,1894.1312
0,29,4228.4263,1.14638,0.1627,3269.5613
0,56,1393.5492,2.454143,0.72717,2306.7689
0,37,3218.9828,1.443238,0.356204,3133.5631
0,78,1530.7683,6.142841,0.948021,6342.5035
0,7,7.8502,1.519182,0.326336,8.044
0,6,18.3066,1.501507,0.406944,18.5403
0,14,415.3872,3.345865,0.835158,937.4398
0,15,5100.0512,3.529376,0.849334,12141
0,35,1267.1145,1.881073,0.740713,1607.6946
0,13,1460.5327,2.171697,0.701947,2139.4021
0,22,25.6785,1.819902,0.720802,31.5209
0,37,3060.8534,1.440687,0.374727,2974.3644
0,7,72.0013,1.54106,0.3312,74.8414
0,10,1722.7924,2.003433,0.653973,2328.0361
0,27,2508.121,1.706596,0.498399,2887.0953
0,6,6.425,2.150955,0.587398,9.3215
0,30,3983.4682,1.22388,0.205409,3288.3822
0,35,3463.4693,1.348229,0.307314,3149.6118
0,20,3220.6882,1.464738,0.355869,3181.9306
0,30,3997.4459,1.21508,0.202496,3276.1925
0,20,3181.0518,4.306752,0.893965,9240.65
0,47,2583.9099,4.682826,0.912112,8161.45
0,17,356.4716,3.851732,0.870487,926.111
0,19,2715.9114,1.635219,0.456591,2995.5281
0,23,84090.1737,1.042656,0.290362,44944.0605
0,15,378.1023,3.522451,0.848818,898.3305
0,20,11.5966,1.278491,0.373436,10.0003
0,6,12.484,2.20312,0.595285,18.5513
0,27,2343.8027,1.806399,0.53124,2855.7277
0,17,362.9125,3.396626,0.852961,831.4414
0,24,2764.9329,1.602114,0.447021,2987.8577
0,6,634.9998,2.19961,0.594708,942.109
0,45,2693.4341,4.603788,0.908542,8363.8
0,31,2518.6901,1.721552,0.510939,2924.669
0,6,674.601,1.402103,0.333419,637.9828
0,27,35.6827,2.966195,0.862464,71.3904
0,44,2680.2808,1.643542,0.463944,2971.2772
0,14,7179.5109,3.161775,0.82574,15311.15
0,6,13.4982,1.39519,0.305695,12.7026
0,35,73.7831,3.021268,0.853087,150.3587
0,9,800.3697,2.203693,0.685823,1189.6623
0,20,278.5534,4.11267,0.888781,772.706
0,16,11.1075,1.407722,0.402388,10.5467
0,8,8.7586,2.630098,0.712913,15.5377
0,11,583.8951,2.219826,0.702551,874.2501
0,34,1851.0446,2.114044,0.637051,2639.4459
0,45,2577.3867,1.628584,0.485629,2831.2079
0,18,3581.6154,1.318965,0.283708,3186.3544
0,6,9.8562,1.36962,0.21905,9.1052
0,28,439.4235,4.407203,0.912104,1306.256
0,17,16.9853,1.090261,0.229705,12.4907
0,7,74.7703,1.486823,0.315264,74.9843
0,48,2.1709,2.823802,0.81422,4.1348
0,71,3.1146,2.818668,0.859312,5.9215
0,14,15.5714,1.121564,0.209272,11.7797
0,45,1427.5744,6.179558,0.951194,5950.2899
0,14,457.046,3.504597,0.842065,1080.3886
0,6,6.558,1.661419,0.478423,7.3491
0,9,9.63,1.833399,0.497259,11.9087
0,6,6.1724,2.188904,0.593249,9.113
0,39,42.341,4.299341,0.895045,122.785
0,15,410.9155,3.576031,0.851003,991.1416
0,6,1022.2374,2.194575,0.593972,1513.1574
0,158,744.3131,3.464393,0.852612,1739.2609
0,27,7.8842,1.578906,0.633268,8.3964
0,8,12.4901,1.978271,0.618311,16.6661
0,179,173.6318,7.106528,0.965274,832.2784
0,26,7.7621,1.731122,0.578042,9.0633
0,6,122.985,1.827787,0.525202,151.6211
0,13,2514.3904,1.788274,0.497145,3032.8341
0,6,9.7334,1.480209,0.394254,9.7178
0,16,36.9924,2.637134,0.807806,65.8001
0,15,0.0805,2.65447,0.805861,0.1441
0,74,1635.4667,2.212134,0.679321,2440.254
0,7,32.6292,1.765959,0.558709,38.8659
0,5,47.3792,1.149358,-0.000185,36.7304
0,25,11.5219,1.577993,0.527242,12.2634
0,5,11.4838,1.996401,0.499357,15.4637
0,75,17.3004,6.736396,0.965389,78.608
0,46,2.174,3.028365,0.814145,4.4406
0,57,1197.7811,6.599464,0.959259,5331.7292
0,8,797.92,2.513332,0.701355,1352.6677
0,6,6.194,2.177058,0.591461,9.0954
0,10,2163.7028,1.965091,0.567143,2867.8887
0,7,7.9515,1.497234,0.322348,8.0301
0,22,90476.3727,1.577335,-0.199951,29998.4
0,30,4001.5203,1.216371,0.199702,3283.0166
0,18,325.9689,3.990774,0.878683,877.4356
0,33,3604.3245,1.327402,0.27914,3227.0696
0,13,3236.0744,3.442668,0.832388,7514.4225
0,15,23.2965,1.518764,0.424866,23.8651
0,68,232.4402,3.616531,0.911294,567.003
0,6,1663.023,2.231491,0.599344,2503.0835
0,12,941.7719,3.244525,0.814522,2061.0042
0,69,1701.0937,2.180038,0.659781,2501.3488
0,14,7651.2412,3.594188,0.845896,18548.75
0,14,481.6969,3.468436,0.840558,1126.9106
0,69,1188.1181,6.241356,0.959101,5001.7331
0,17,25.1799,1.511055,0.670643,25.6635
0,11,564.4405,2.981294,0.789067,1135.0237
0,12,106.6851,2.887271,-0.59387,0.208
0,10,12900,1.976744,0.55594,17199.75
0,25,20.8711,2.136698,0.784915,30.0795
0,6,836.5422,2.211675,0.596485,1247.9325
0,14,424.0217,3.313337,0.833641,947.623
0,6,16.6626,1.441065,0.362211,16.196
0,7,5.2652,1.49536,0.32528,5.3106
0,6,1133.4888,2.17686,0.591331,1664.2929
0,15,399.1454,3.651266,0.853865,983.0067
0,7,4622.2707,1.103364,0.077391,3439.9823
0,11,27.0375,1.489183,0.368154,27.1579
0,15,387.0272,3.509596,0.848376,916.1795
0,5,42.2702,1.686005,0.432497,48.0702
0,21,287.1162,3.879292,0.884886,751.2633
0,14,42.5842,1.158453,0.422226,33.2742
0,39,3045.8395,1.500292,0.390929,3082.2286
0,33,2057.8707,1.910153,0.588426,2651.3574
0,16,378.6057,3.769728,0.863288,962.6738
0,6,93.8308,1.414444,0.33447,89.5186
0,45,1446.0364,6.116996,0.950648,5966.2217
0,23,60000.1079,1.048091,0.461857,20000.491
0,66,1790.2458,2.101491,0.641957,2537.5936
0,20,4737.1836,2.364274,0.684188,7554.4
0,24,335.2237,3.125142,0.858941,706.6207
0,34,4.0596,2.061657,0.742574,5.6452
0,6,19300,2.07772,0.576228,27047.45
0,30,4041.7778,3.711238,0.861346,10117.5
0,6,1740.1664,1.564603,0.451277,1836.4411
0,6,209.0196,1.270066,0.200132,179.0587
0,35,3248.3681,1.459425,0.35033,3197.6364
0,18,715.5958,3.374921,0.855749,1628.9711
0,6,977.3644,2.073237,0.57502,1366.7447
0,8,8.4264,1.703659,0.452063,9.683
0,13,8201.0459,3.462973,0.833312,19155.8
0,43,1640.6885,5.576554,0.944289,6171.2619
0,28,1171.9774,2.687923,0.765476,2124.7997
0,18,3559.4365,1.384309,0.302077,3323.5031
0,25,609.6987,4.781457,0.914702,1966.3347
0,30,3999.4431,1.218299,0.208057,3286.514
0,6,15.3558,1.764528,0.509166,18.2761
0,8,4.3323,2.607106,0.710832,7.6183
0,131,904.1396,8.00788,0.969299,4883.543
0,10,44.5529,2.132619,0.696903,64.0872
0,16,402.4791,3.65551,0.859241,992.3692
0,10,567.7223,2.928502,0.772954,1121.4074
0,16,10.1473,1.352331,0.450812,9.2559
0,13,445.3959,3.354818,0.828365,1007.8529
0,17,11.9812,1.386841,0.41025,11.2075
0,26,11.9786,1.898554,0.72294,15.3394
0,30,4002.0403,1.218371,0.199611,3288.8421
0,20,55.5721,1.536023,0.677718,57.5753
0,6,336.9806,0.448446,0.201378,101.9288
0,20,1.225,3.511459,0.868026,2.9014
0,6,676.761,2.163172,0.589253,987.4344
0,15,6439.003,3.680694,0.85465,15985.65
0,28,4369.3986,1.565226,0.417417,4612.9691
0,26,4.0222,4.998239,0.919973,13.56
0,32,654.2199,3.811084,0.869156,1681.7222
0,8,13.2966,2.63637,0.71347,23.6444
0,17,5535.1831,3.414521,0.853178,12748.05
0,13,483.4132,3.339089,0.827635,1088.7505
0,14,443.8885,3.525321,0.842927,1055.491
0,6,1103.7608,1.76425,0.509728,1313.4604
0,14,7460.5479,3.565422,0.84441,17941.7
0,10,1151.6646,2.880214,0.76959,2237.3439
0,5,7.4932,1.958736,0.495635,9.8998
0,65,957.2304,7.674443,0.967441,4955.019
0,11,26.1528,1.561471,0.391434,27.5444
0,7,7549.586,2.430076,0.664447,12374.4234
0,31,2533.7199,1.712815,0.503193,2927.1902
0,14,78461.7883,0.801168,0.428523,39997.276
0,16,18.1227,2.216176,0.767256,27.09
0,12,11.9181,1.600722,0.435625,12.8678
0,30,3969.7515,1.227036,0.206071,3285.5081
0,9,1899.523,1.920758,0.616295,2460.9297
0,19,289.9743,4.020889,0.883097,786.4363
0,6,9.7028,1.458389,0.377384,9.5445
0,9,7928.183,2.585712,0.728487,13827.25
0,6,915.089,2.213339,0.596712,1366.1336
0,331,356.4949,5.106114,0.928702,1227.7949
0,19,101.8864,1.683187,0.614512,115.6726
0,45,3.0458,4.200352,0.917113,8.6292
0,39,3033.7492,1.505789,0.393253,3081.2413
0,26,663.7414,3.32291,0.867252,1487.6454
0,39,23.5223,4.991041,0.935195,79.1869
0,6,1658.9502,2.225138,0.598428,2489.8445
0,36,986.6063,4.047613,0.895519,2693.5483
0,25,7.4851,1.976447,0.600209,9.9785
0,28,2241.5808,1.875431,0.553006,2835.5515
0,6,6.2076,2.197269,0.594497,9.2
0,6,947.5362,2.213984,0.59681,1414.9861
0,6,901.187,2.075964,0.575348,1261.8761
0,6,7.1792,1.375511,0.29489,6.6607
0,59,2038.1591,5.2989,0.930793,7284.6
0,27,2333.236,1.839259,0.533356,2894.567
0,6,681.8258,1.396549,0.326218,642.2608
0,69,20.4678,5.657241,0.956725,78.1011
0,5,0.0703,0.143897,-0.137255,0.007
0,14,400.6335,3.367571,0.836115,910.0095
0,12,0.0335,1.22082,0.890909,0.003
0,27,2352.2551,1.8149,0.52947,2879.5128
0,19,565.4526,4.161807,0.88685,1587.3041
0,7,42.4128,1.919152,0.590064,54.902
0,51,3.8726,2.783155,0.84189,7.2697
0,97,1206.7995,2.671459,0.758641,2174.5306
0,15,7.5904,1.535845,0.476562,7.8631
0,6,9.5528,1.468384,0.384955,9.4613
0,77,18.0026,6.147411,0.962359,74.6466
0,13,0.005,2.462814,0.813953,0.0083
0,22,4085.801,4.552351,0.903976,12545.7
0,8,5754.7501,2.162514,0.656751,8393.9669
0,22,22.6345,1.426036,0.643618,21.7713
0,6,23200,1.737069,0.501456,27182.35
0,37,3218.1946,1.446327,0.361301,3139.5022
0,18,12.0068,1.261978,0.475085,10.2202
0,17,177.1756,2.71743,0.819331,324.7463
0,13,68.5562,1.7863,0.495515,82.6005
0,28,2266.6701,1.856057,0.546673,2837.6678
0,13,0.0915,2.408859,0.768246,0.1487
0,17,8.8311,1.445027,0.443323,8.6074
0,18,2708.1368,1.646884,0.468999,3008.2612
0,22,248.9149,4.329602,0.899467,726.9104
0,74,902.0039,3.060853,0.819599,1862.2277
0,33,3704.1076,3.914573,0.874224,9780.25
0,143,825.6235,3.241885,0.834875,1805.3509
0,16,6455.9511,3.423198,0.849336,14906.45
0,23,154.2756,4.527295,0.905956,471.1054
0,17,5141.6986,3.928663,0.87273,13624.9
0,44,8.3571,2.828289,0.799216,15.9427
0,12,19.7351,1.828486,0.670779,24.3396
0,28,39.0116,2.427417,0.702543,63.8733
0,37,3277.4047,1.4408,0.357617,3185.0457
0,12,0.0493,1.025665,0.488699,0.0341
0,8,156.8421,2.376381,0.686361,251.3975
0,23,35.7603,2.054705,0.749015,49.5601
0,17,690.9528,3.59761,0.861804,1676.6575
0,12,544.672,3.088472,0.805983,1134.6469
0,6,12.1168,1.389163,0.294314,11.3533
0,7,4131.6202,1.187539,0.176437,3309.4065
0,6,1246.4286,2.181284,0.592005,1833.8405
0,9,3362.1461,2.80544,0.748214,6362.0848
0,6,103.334,2.142766,0.586004,149.3481
0,36,1873.3938,2.043307,0.625326,2581.931
0,9,7813.0938,2.623801,0.732886,13827.25
0,70,2.4076,2.580153,0.801588,4.1899
0,20,187.5986,2.910834,0.844056,368.3231
0,40,2976.9022,1.527962,0.40462,3068.0266
0,14,2712.0013,1.614057,0.457615,2952.5054
0,11,4560.5103,1.089534,0.090282,3351.4761
0,8,762.7824,2.467211,0.696645,1269.3718
0,6,16.742,1.454284,0.374489,16.4225
0,12,487.8033,3.009904,0.80137,990.3285
0,25,27.7172,3.591075,0.887154,67.1361
0,7,22.9692,1.50736,0.48731,23.3531
0,13,435.7318,3.195928,0.82054,939.287
0,18,3569.8934,1.365653,0.28603,3288.3456
0,8,169.53,2.594859,0.709506,296.7169
0,7,165.1973,2.250288,0.642309,250.7397
0,25,86.2356,2.988272,0.859591,173.8156
0,20,21.0627,1.691855,0.677251,24.0358
0,66,3.9859,2.613311,0.798701,7.0259
0,25,66.0623,3.047437,0.867795,135.7908
0,14,438.1043,3.460424,0.840203,1022.56
0,6,906.3604,2.178219,0.591523,1331.6327
0,12,18.2465,1.831008,0.573607,22.5346
0,13,17.9649,1.26638,0.288163,15.3452
0,18,684.355,3.537206,0.863129,1632.7651
0,19,289.9178,3.851971,0.878147,753.2512
0,9,7985.5284,2.585624,0.728935,13926.788
0,16,8.4281,1.268989,0.412068,7.2139
0,10,3828.4938,1.289686,0.249317,3330.3807
0,8,8.288,2.213568,0.663594,12.3744
0,17,690.8728,3.552523,0.860067,1655.4533
0,13,495.715,3.270994,0.824266,1093.6889
0,7,524.7703,2.429739,0.664941,860.0245
0,43,1134.7507,6.475006,0.95234,4955.9001
0,6,13.5928,1.375914,0.263006,12.6149
0,38,156.5419,5.287809,0.937892,558.3265
0,22,770.192,3.163596,0.842745,1643.4707
0,7,13.8432,1.076223,0.062927,10.0489
0,90,1338.5312,6.497432,0.954472,5866.1371
0,6,6.2122,2.175462,0.591218,9.1155
0,32,1319.642,5.453821,0.934183,4854.4378
0,35,13.2879,3.717373,0.90433,33.3176
0,7,17.9007,1.321319,0.406737,15.9536
0,95,1236.7945,2.639339,0.753244,2201.7834
0,13,424.3753,3.159641,0.818505,904.4193
0,45,2448.2463,1.718696,0.510356,2838.1548
0,13,6.3795,1.605764,0.473517,6.9096
0,8,300.2497,2.42962,0.692751,492.0428
0,9,661.0881,2.508755,0.722226,1118.6636
0,7,8.0057,1.531231,0.332444,8.2684
0,28,9.5783,1.992529,0.753924,12.8729
0,40,3008.515,4.354308,0.897844,8835.95
0,24,5087.0008,3.302535,0.826382,11331.6
0,34,90.1838,5.144193,0.932508,312.9158
0,19,3353.4104,4.204675,0.888221,9510.45
0,6,9.4676,1.453632,0.373475,9.2827
0,60,1955.1164,1.995368,0.608978,2631.3441
0,6,9.4816,1.495319,0.403261,9.5631
0,17,14.9588,1.901158,0.728735,19.1821
0,6,18019.6528,1.36674,0.200037,16611.7079
0,19,16.4839,1.559545,0.583091,17.3396
0,12,413.945,3.204846,0.812453,894.8118
0,5,1.1545,1.96661,0.494624,1.5314
0,19,46.8805,1.470522,0.629927,46.4992
0,47,1306.1011,2.59955,0.73878,2290.1127
0,19,806.4802,3.108318,0.838704,1690.8348
0,6,9.674,1.447796,0.368507,9.447
0,29,2196.526,1.876002,0.560698,2779.4042
0,31,2173.12,1.895752,0.573898,2778.7355
0,5,348.1835,1.999594,0.499925,469.6042
0,8,12.4047,2.629797,0.71286,22.0035
0,97,1213.1533,6.872053,0.958307,5623.2078
0,27,2347.1968,1.825242,0.530566,2889.6949
0,5,0.0187,1.822916,0.485507,0.0231
0,8,9089.7754,2.644242,0.714146,16211.988
0,7,29.8667,1.723969,0.548983,34.7295
0,6,840.689,2.202489,0.595127,1248.91
0,15,4.9891,1.205913,0.348809,4.0581
0,6,6.3558,1.647019,0.473627,7.0607
0,119,1006.882,2.961105,0.802572,2011.0105
0,8,4516.3283,2.612742,0.712336,7959.1
0,19,305.7527,2.883175,0.834718,594.5978
0,6,12.3702,1.367304,0.203196,11.4084
0,6,10900,1.688073,0.488124,12410.8
0,38,3226.0425,1.447259,0.367443,3149.1859
0,84,3581.5405,7.381552,0.540843,0.529
0,26,2047.8635,2.019957,0.598382,2790.1345
0,40,1941.8012,2.0122,0.619255,2635.4686
0,5,17.9913,0.768498,-0.244064,9.3258
0,6,11.8034,1.377047,0.267318,10.9632
0,11,582.8779,3.099056,0.796327,1218.3974
0,22,9.8546,1.530986,0.485864,10.1764
0,31,14.1002,2.508691,0.811909,23.8591
0,6,6.2592,1.72171,0.497091,7.2688
0,14,2850.0459,1.557838,0.430012,2994.7185
0,25,12.0288,1.907959,0.690431,15.4801
0,41,1502.3411,2.398098,0.699532,2430.0628
0,6,14.9388,1.4026,0.317782,14.1329
0,45,2649.9933,1.669045,0.480394,2983.2846
0,8,5.1957,2.517707,0.701839,8.8233
0,51,2377.4913,1.749861,0.525016,2806.1077
0,6,3004.504,1.050709,0.252513,2129.301
0,25,4972.044,1.01666,0.007996,3409.5137
0,36,1705.0349,2.20734,0.658993,2538.5422
0,25,2715.6663,1.612878,0.456876,2954.3354
0,5,12.783,1.97375,0.495042,17.0179
0,11,580.5259,2.91827,0.785005,1142.6915
0,28,2274.1824,1.829849,0.549675,2806.8719
0,7,10.0945,1.345136,0.26624,9.1587
0,8,25.4044,1.548775,0.388166,26.5387
0,15,7.0701,1.665778,0.508885,7.9438
0,38,3111.6649,1.477525,0.378401,3101.0553
0,44,2769.7737,4.4769,0.904982,8363.8
0,16,2719.9067,1.657891,0.45558,3041.5287
0,17,7.1836,1.471427,0.513636,7.1296
0,98,1135.0202,2.778362,0.771239,2127.034
0,17,30.7058,2.250891,0.705419,46.6184
0,6,360.247,0.353863,0.183051,85.9839
0,14,389.5128,3.504222,0.84205,920.6515
0,6,15.3922,1.637825,0.469863,17.004
0,6,24.22,1.523393,0.419417,24.8867
0,20,1679.8086,4.326637,0.894018,4902.2135
0,58,2.3658,2.612414,0.79748,4.1688
0,15,171.957,3.352785,0.841659,388.8727
0,26,4667.028,3.449733,0.839896,10859.45
0,8,14700,2.14966,0.654168,21314.2
0,31,3941.4263,3.780357,0.865938,10050.05
0,24,4659.4391,1.055152,0.067784,3316.1243
0,29,1206.9725,2.6339,0.758606,2144.2661
0,21,67.3171,3.371403,0.869004,153.0799
0,31,3920.1036,3.77541,0.865979,9982.6
0,13,469.4527,3.045023,0.812019,964.1939
0,8,10.5946,1.720882,0.503209,12.2975
0,39,3104.3485,1.463122,0.379142,3063.6063
0,18,514.6019,2.477466,0.794192,859.9261
0,18,11.3675,1.354253,0.321337,10.3836
0,32,2086.4712,1.913771,0.582639,2693.297
0,75,17.3484,6.459205,0.963835,75.5824
0,17,404.7138,2.937004,0.831259,801.7418
0,8,5629.9927,2.64654,0.714214,10050.05
0,25,2522.6174,1.741389,0.495482,2962.9829
0,69,1718.4191,5.76446,0.94115,6681.4339
0,33,1997.1204,1.96279,0.600576,2643.9919
0,44,7.5295,3.302177,0.891867,16.7706
0,39,3057.8071,1.478671,0.388439,3049.7454
0,10,50.806,1.13818,0.381504,39.0039
0,66,13.4153,6.439075,0.961466,58.2646
0,74,4.3849,3.139473,0.899412,9.2853
0,32,3743.4666,1.306439,0.265993,3298.7174
0,6,428.1436,2.205117,0.59551,636.7999
0,8,10897.4886,2.643348,0.714063,19429.5467
0,42,2838.4849,1.575485,0.432303,3016.3575
0,11,579.3277,3.010707,0.790923,1176.4532
0,18,4038.1415,2.873198,0.820318,7825.8066
0,44,2725.3471,1.597609,0.454798,2936.7989
0,14,457.0767,3.145482,0.825344,969.7466
0,59,798.5008,3.310737,0.840379,1783.126
0,6,6.1796,2.199556,0.594844,9.1681
0,10,15.2342,1.66007,0.512752,17.058
0,7,7.8672,1.524564,0.326929,8.09
0,161,1.2615,3.656616,0.930622,3.1112
0,181,630.5473,2.99846,0.902241,1275.2575
0,8,1435.6009,2.60954,0.71092,2526.8506
0,42,2711.9152,1.648318,0.468254,3015.0807
0,24,13.3878,1.92943,0.68061,17.4229
0,31,2019.7202,2.015454,0.603978,2745.6552
0,20,2982.2904,4.341562,0.894339,8733.2908
0,210,2.629,5.137072,0.969586,9.1094
0,6,2867.2902,1.143322,0.289069,2211.1711
0,57,2130.9673,1.898993,0.582167,2729.4935
0,11,513.8514,2.885282,0.78262,1000.0177
0,6,9.9178,1.516768,0.416588,10.1465
0,25,4.8203,1.675213,0.626001,5.4466
0,16,674.4663,3.824971,0.865105,1740.0847
0,11,506.4729,3.059475,0.793959,1045.1654
0,13,483.9689,3.290415,0.825211,1074.1133
0,11,816.7576,3.090049,0.795816,1702.3172
0,8,52857.3141,0.512792,-0.666523,19998.494
0,20,85.3939,2.181345,0.790966,125.6415
0,40,2825.497,1.558298,0.434903,2969.801
0,17,342.0734,3.687801,0.865042,850.8807
0,35,3464.3912,1.346816,0.306718,3147.1471
0,75,0.4884,5.824262,0.956734,1.9188
0,6,725.5954,2.186321,0.592742,1070.0164
0,66,1736.1339,2.650059,0.788277,3103.2787
0,14,404.5675,3.403085,0.837716,928.6365
0,89,5863.2662,5.47546,0.979484,0.8025
0,16,2037.3213,0.210962,-0.349367,280.742
0,28,2247.3409,1.87643,0.559351,2844.3514
0,16,2016.1139,2.036052,0.596778,2768.7642
0,17,2877.1805,1.561698,0.424564,3030.7228
0,24,31.4058,2.804062,0.851442,59.399
0,6,0.0266,0.983383,0.92,0.003
0,30,3998.0199,1.223919,0.200398,3300.4984
0,60,508.3769,4.185584,0.933703,1435.2376
0,6,15.502,1.484514,0.396139,15.5222
0,8,4105.8607,2.654742,0.713877,7352.05
0,14,2341.5711,1.859215,0.531693,2936.4252
0,6,6.1684,2.214735,0.597072,9.2146
0,23,5431.265,3.185262,0.815577,11668.85
0,8,36.4553,2.360342,0.683719,58.0387
0,6,1079.7468,2.108173,0.580572,1535.3595
0,32,2734.2235,3.91336,0.886311,7217.15
0,19,1695.363,4.171252,0.886976,4769.9201
0,6,9.5804,1.463297,0.381125,9.4558
0,13,454.0176,3.158327,0.818363,967.1899
0,13,16.0159,1.946809,0.609752,21.0309
0,17,974.9804,2.753554,0.804995,1810.8039
0,34,3544.051,3.978498,0.878628,9510.45
0,27,2510.7675,1.690822,0.498069,2863.4282
0,6,27.6944,1.727035,0.498667,32.2608
0,20,3185.8537,1.491264,0.362839,3204.5146
0,7,859.6642,2.403102,0.661315,1393.4231
0,28,4080.6071,1.219828,0.183703,3357.4162
0,20,76.3216,1.842924,0.743033,94.8717
0,831,1.2182,5.147138,0.973419,4.2292
0,30,3978.5552,1.225887,0.204294,3289.7106
0,11,514.0431,3.006701,0.790695,1042.4895
0,245,464.7573,9.56587,0.984219,2998.6977
0,21,1006.9562,2.883416,0.79855,1958.3929
0,22,14.3623,1.854727,0.651346,17.9675
0,54,3.1446,4.185403,0.920869,8.8773
0,25,6.4032,2.401272,0.722121,10.3711
